,2013,2014,2015,2016,2017
2040,4,3.0,4.0,4.0,3.0
2041,5,3.0,6.0,4.0,4.0
2042,6,4.0,4.0,5.0,5.0
2043,4,6.0,6.0,6.0,0.0
2044,4,4.0,6.0,4.0,5.0
2045,5,4.0,4.0,5.0,3.0
2046,4,3.0,3.0,4.0,5.0
2047,3,5.0,6.0,6.0,5.0
2048,3,5.0,5.0,6.0,5.0
2049,4,5.0,5.0,3.0,2.0
2050,6,5.0,4.0,4.0,5.0
2051,5,6.0,5.0,0.0,6.0
2052,5,6.0,1.0,2.0,6.0
2053,4,5.0,6.0,5.0,5.0
2054,5,6.0,4.0,5.0,6.0
2055,4,5.0,6.0,4.0,6.0
2056,2,6.0,6.0,5.0,5.0
2057,6,6.0,6.0,3.0,5.0
2058,6,5.0,2.0,4.0,0.0
2059,6,0.0,4.0,3.0,6.0
2060,6,6.0,3.0,3.0,5.0
2061,5,4.0,5.0,4.0,6.0
2062,4,4.0,4.0,2.0,5.0
2063,5,6.0,6.0,2.0,4.0
2064,4,5.0,4.0,6.0,5.0
2065,6,0.0,5.0,3.0,3.0
2066,3,5.0,4.0,4.0,5.0
2067,6,6.0,4.0,4.0,4.0
2068,6,5.0,0.0,5.0,5.0
2069,0,5.0,4.0,4.0,5.0
2070,5,1.0,3.0,3.0,5.0
2071,5,6.0,5.0,3.0,4.0
2072,5,5.0,5.0,5.0,4.0
2073,6,6.0,4.0,5.0,4.0
2074,5,6.0,5.0,6.0,4.0
2075,6,6.0,6.0,5.0,6.0
2076,4,5.0,5.0,4.0,6.0
2077,1,5.0,6.0,4.0,6.0
2078,2,5.0,5.0,3.0,6.0
2079,5,4.0,6.0,5.0,6.0
2080,6,4.0,6.0,6.0,6.0
2081,6,5.0,5.0,4.0,3.0
2082,5,6.0,4.0,4.0,6.0
2083,6,2.0,0.0,3.0,5.0
2084,6,5.0,3.0,3.0,5.0
2085,5,5.0,4.0,4.0,5.0
2086,4,4.0,6.0,2.0,3.0
2087,6,4.0,6.0,5.0,4.0
2088,4,0.0,6.0,6.0,2.0
2089,3,6.0,3.0,5.0,5.0
2090,6,6.0,3.0,4.0,0.0
2091,4,6.0,6.0,4.0,3.0
2092,4,4.0,5.0,3.0,4.0
2093,4,4.0,5.0,6.0,3.0
2094,3,1.0,5.0,5.0,5.0
2095,6,5.0,6.0,5.0,3.0
2096,4,3.0,4.0,4.0,4.0
2097,5,5.0,5.0,4.0,5.0
2098,6,6.0,5.0,5.0,3.0
2099,3,4.0,3.0,4.0,5.0
2100,3,4.0,6.0,4.0,4.0
2101,2,5.0,3.0,6.0,2.0
2102,4,6.0,4.0,4.0,4.0
2103,5,4.0,3.0,6.0,6.0
2104,6,0.0,5.0,4.0,5.0
2105,6,5.0,4.0,3.0,4.0
2106,6,3.0,6.0,2.0,3.0
2107,6,2.0,3.0,5.0,4.0
2108,6,6.0,5.0,4.0,5.0
2109,6,6.0,6.0,5.0,0.0
2110,3,3.0,6.0,4.0,2.0
2111,3,4.0,4.0,6.0,5.0
2112,6,3.0,6.0,5.0,5.0
2113,3,4.0,6.0,5.0,4.0
2114,6,6.0,5.0,5.0,4.0
2115,5,5.0,3.0,4.0,6.0
2116,2,5.0,4.0,5.0,4.0
2117,6,5.0,3.0,4.0,5.0
2118,6,6.0,0.0,5.0,4.0
2119,5,1.0,5.0,5.0,4.0
2120,4,4.0,5.0,5.0,4.0
2121,5,1.0,6.0,3.0,6.0
2122,5,4.0,5.0,4.0,6.0
2123,5,4.0,6.0,3.0,5.0
2124,4,6.0,6.0,5.0,6.0
2125,4,4.0,6.0,5.0,5.0
2126,6,6.0,4.0,6.0,2.0
2127,5,5.0,5.0,6.0,4.0
2128,3,3.0,6.0,5.0,3.0
2129,0,5.0,4.0,5.0,2.0
2130,5,0.0,5.0,5.0,6.0
2131,2,1.0,5.0,0.0,5.0
2132,6,5.0,6.0,5.0,4.0
2133,5,5.0,4.0,6.0,4.0
2134,4,5.0,5.0,5.0,6.0
2135,6,6.0,4.0,3.0,5.0
2136,5,5.0,2.0,5.0,5.0
2137,6,6.0,4.0,5.0,5.0
2138,2,5.0,3.0,1.0,6.0
2139,2,1.0,4.0,6.0,3.0
2140,6,6.0,4.0,2.0,4.0
2141,0,6.0,4.0,5.0,3.0
2142,1,5.0,5.0,4.0,6.0
2143,2,1.0,6.0,5.0,6.0
2144,6,4.0,1.0,5.0,5.0
2145,5,3.0,4.0,4.0,5.0
2146,1,6.0,6.0,1.0,2.0
2147,6,5.0,6.0,5.0,6.0
2148,3,6.0,6.0,4.0,6.0
2149,2,4.0,4.0,5.0,6.0
2150,2,5.0,6.0,6.0,6.0
2151,6,5.0,5.0,4.0,3.0
2152,5,4.0,3.0,4.0,4.0
2153,5,5.0,4.0,4.0,4.0
2154,5,6.0,6.0,3.0,6.0
2155,5,5.0,4.0,6.0,1.0
2156,4,6.0,2.0,5.0,3.0
2157,5,6.0,4.0,5.0,5.0
2158,6,5.0,6.0,5.0,5.0
2159,1,4.0,6.0,5.0,6.0
2160,4,6.0,5.0,5.0,4.0
2161,0,2.0,5.0,3.0,5.0
2162,3,5.0,6.0,3.0,6.0
2163,1,5.0,6.0,3.0,3.0
2164,6,2.0,5.0,4.0,2.0
2165,5,4.0,3.0,6.0,5.0
2166,3,2.0,6.0,3.0,6.0
2167,2,4.0,4.0,5.0,5.0
2168,0,5.0,3.0,5.0,4.0
2169,5,5.0,5.0,4.0,4.0
2170,5,0.0,4.0,5.0,5.0
2171,3,6.0,5.0,4.0,3.0
2172,6,6.0,5.0,4.0,1.0
2173,2,0.0,1.0,6.0,4.0
2174,4,2.0,6.0,3.0,3.0
2175,4,4.0,6.0,4.0,4.0
2176,6,6.0,4.0,6.0,3.0
2177,6,2.0,6.0,4.0,3.0
2178,4,1.0,4.0,5.0,2.0
2179,3,1.0,6.0,6.0,5.0
2180,6,5.0,0.0,5.0,5.0
2181,5,6.0,2.0,3.0,4.0
2182,5,6.0,1.0,4.0,5.0
2183,6,4.0,6.0,4.0,4.0
2184,6,2.0,5.0,4.0,4.0
2185,5,5.0,3.0,4.0,6.0
2186,5,3.0,6.0,5.0,2.0
2187,5,5.0,4.0,5.0,5.0
2188,3,5.0,2.0,6.0,3.0
2189,6,2.0,5.0,4.0,3.0
2190,3,3.0,1.0,3.0,5.0
2191,5,6.0,5.0,4.0,4.0
2192,6,5.0,5.0,4.0,3.0
2193,5,5.0,5.0,4.0,3.0
2194,3,6.0,2.0,0.0,5.0
2195,3,6.0,6.0,1.0,5.0
2196,5,3.0,5.0,5.0,1.0
2197,5,5.0,3.0,3.0,4.0
2198,6,4.0,5.0,4.0,6.0
2199,3,5.0,3.0,5.0,5.0
2200,5,4.0,4.0,6.0,5.0
2201,5,4.0,1.0,6.0,3.0
2202,4,6.0,6.0,5.0,4.0
2203,4,6.0,5.0,5.0,0.0
2204,4,4.0,5.0,4.0,6.0
2205,2,3.0,3.0,5.0,0.0
2206,4,6.0,5.0,4.0,5.0
2207,4,5.0,5.0,2.0,4.0
2208,4,4.0,5.0,4.0,4.0
2209,4,5.0,5.0,4.0,4.0
2210,2,6.0,3.0,5.0,3.0
2211,6,5.0,5.0,5.0,5.0
2212,6,5.0,4.0,5.0,6.0
2213,5,5.0,5.0,6.0,3.0
2214,4,6.0,3.0,4.0,4.0
2215,1,6.0,5.0,5.0,4.0
2216,3,6.0,5.0,4.0,5.0
2217,4,1.0,5.0,4.0,6.0
2218,6,2.0,6.0,4.0,0.0
2219,4,5.0,5.0,5.0,6.0
2220,5,6.0,6.0,3.0,5.0
2221,3,6.0,1.0,3.0,5.0
2222,0,4.0,3.0,4.0,4.0
2223,3,2.0,5.0,4.0,6.0
2224,4,6.0,3.0,0.0,4.0
2225,5,4.0,3.0,5.0,5.0
2226,6,3.0,5.0,5.0,5.0
2227,4,6.0,5.0,0.0,6.0
2228,2,6.0,4.0,6.0,5.0
2229,6,5.0,5.0,5.0,3.0
2230,5,5.0,5.0,3.0,4.0
2231,6,2.0,3.0,0.0,0.0
2232,6,3.0,5.0,4.0,5.0
2233,6,5.0,6.0,5.0,5.0
2234,3,6.0,4.0,5.0,5.0
2235,6,5.0,6.0,6.0,4.0
2236,4,4.0,6.0,3.0,5.0
2237,6,3.0,4.0,5.0,5.0
2238,6,5.0,1.0,5.0,5.0
2239,5,4.0,6.0,2.0,3.0
2240,0,5.0,5.0,4.0,4.0
2241,6,6.0,5.0,5.0,5.0
2242,4,2.0,5.0,5.0,3.0
2243,6,6.0,4.0,2.0,5.0
2244,6,5.0,5.0,5.0,3.0
2245,3,5.0,4.0,4.0,6.0
2246,4,6.0,4.0,5.0,3.0
2247,6,5.0,4.0,5.0,4.0
2248,6,0.0,6.0,5.0,6.0
2249,4,6.0,6.0,3.0,4.0
2250,6,4.0,4.0,6.0,6.0
2251,4,5.0,3.0,4.0,4.0
2252,0,5.0,5.0,6.0,2.0
2253,6,3.0,0.0,3.0,5.0
2254,1,4.0,4.0,6.0,3.0
2255,1,4.0,6.0,5.0,4.0
2256,4,3.0,6.0,5.0,5.0
2257,5,5.0,5.0,5.0,5.0
2258,0,4.0,6.0,5.0,5.0
2259,5,1.0,5.0,6.0,2.0
2260,4,6.0,6.0,4.0,3.0
2261,6,6.0,4.0,5.0,6.0
2262,1,5.0,6.0,6.0,6.0
2263,0,6.0,6.0,3.0,6.0
2264,5,4.0,4.0,2.0,6.0
2265,6,4.0,6.0,4.0,6.0
2266,5,5.0,5.0,5.0,6.0
2267,5,0.0,5.0,4.0,3.0
2268,6,5.0,5.0,4.0,4.0
2269,6,5.0,5.0,5.0,3.0
2270,4,4.0,3.0,6.0,5.0
2271,4,4.0,6.0,5.0,5.0
2272,6,5.0,6.0,4.0,6.0
2273,6,5.0,6.0,5.0,4.0
2274,2,4.0,5.0,6.0,3.0
2275,5,6.0,4.0,4.0,5.0
2276,3,6.0,5.0,3.0,0.0
2277,6,6.0,6.0,6.0,3.0
2278,5,5.0,4.0,5.0,4.0
2279,6,3.0,0.0,4.0,6.0
2280,4,4.0,2.0,1.0,3.0
2281,3,6.0,3.0,6.0,6.0
2282,6,5.0,5.0,6.0,5.0
2283,6,4.0,5.0,5.0,4.0
2284,6,4.0,5.0,4.0,6.0
2285,5,4.0,5.0,5.0,5.0
2286,5,6.0,5.0,6.0,4.0
2287,4,4.0,5.0,3.0,5.0
2288,6,5.0,3.0,5.0,5.0
2289,6,3.0,4.0,4.0,6.0
2290,6,4.0,3.0,6.0,4.0
2291,4,3.0,5.0,3.0,5.0
2292,2,5.0,4.0,3.0,6.0
2293,6,4.0,5.0,2.0,6.0
2294,4,5.0,5.0,1.0,6.0
2295,4,4.0,4.0,3.0,5.0
2296,4,5.0,5.0,3.0,5.0
2297,4,6.0,5.0,6.0,5.0
2298,2,4.0,1.0,4.0,3.0
2299,3,2.0,1.0,5.0,5.0
2300,3,4.0,3.0,4.0,4.0
2301,6,5.0,5.0,5.0,5.0
2302,2,5.0,3.0,2.0,6.0
2303,5,6.0,3.0,6.0,5.0
2304,6,3.0,3.0,4.0,5.0
2305,5,5.0,3.0,5.0,6.0
2306,6,0.0,6.0,4.0,5.0
2307,0,3.0,4.0,4.0,5.0
2308,5,6.0,5.0,4.0,4.0
2309,4,3.0,5.0,5.0,3.0
2310,1,4.0,5.0,6.0,3.0
2311,2,3.0,0.0,5.0,4.0
2312,5,5.0,5.0,0.0,6.0
2313,6,6.0,6.0,2.0,1.0
2314,6,4.0,5.0,6.0,5.0
2315,6,6.0,2.0,6.0,5.0
2316,4,6.0,6.0,6.0,5.0
2317,6,3.0,0.0,3.0,3.0
2318,6,4.0,6.0,4.0,5.0
2319,4,5.0,5.0,5.0,6.0
2320,5,6.0,6.0,4.0,3.0
2321,4,6.0,0.0,5.0,4.0
2322,4,5.0,3.0,6.0,4.0
2323,0,5.0,5.0,6.0,5.0
2324,5,6.0,6.0,4.0,0.0
2325,1,5.0,3.0,1.0,5.0
2326,3,3.0,0.0,5.0,3.0
2327,3,6.0,3.0,6.0,4.0
2328,6,5.0,6.0,3.0,6.0
2329,5,4.0,4.0,4.0,2.0
2330,6,4.0,6.0,6.0,5.0
2331,6,6.0,3.0,4.0,5.0
2332,4,5.0,5.0,5.0,5.0
2333,4,5.0,2.0,3.0,6.0
2334,2,0.0,4.0,4.0,5.0
2335,4,6.0,5.0,5.0,4.0
2336,0,4.0,5.0,2.0,5.0
2337,6,3.0,5.0,0.0,6.0
2338,6,4.0,5.0,5.0,3.0
2339,6,6.0,5.0,3.0,3.0
2340,6,3.0,5.0,4.0,5.0
2341,6,5.0,6.0,5.0,3.0
2342,6,5.0,5.0,5.0,5.0
2343,5,0.0,4.0,3.0,0.0
2344,5,5.0,5.0,6.0,4.0
2345,0,1.0,2.0,4.0,5.0
2346,3,5.0,5.0,4.0,0.0
2347,4,2.0,6.0,0.0,5.0
2348,3,6.0,4.0,6.0,4.0
2349,5,1.0,5.0,5.0,5.0
2350,3,6.0,6.0,6.0,5.0
2351,1,6.0,5.0,6.0,3.0
2352,6,6.0,4.0,2.0,6.0
2353,2,5.0,6.0,4.0,6.0
2354,0,6.0,5.0,4.0,5.0
2355,0,5.0,5.0,0.0,5.0
2356,5,6.0,2.0,6.0,6.0
2357,3,3.0,6.0,2.0,6.0
2358,6,6.0,4.0,4.0,5.0
2359,5,6.0,6.0,4.0,5.0
2360,6,5.0,4.0,5.0,5.0
2361,1,3.0,5.0,5.0,6.0
2362,6,2.0,4.0,6.0,5.0
2363,6,5.0,4.0,4.0,5.0
2364,4,6.0,5.0,0.0,6.0
2365,3,5.0,5.0,5.0,4.0
2366,5,5.0,6.0,4.0,3.0
2367,5,3.0,5.0,6.0,4.0
2368,6,5.0,4.0,3.0,3.0
2369,5,3.0,6.0,4.0,5.0
2370,5,3.0,5.0,3.0,4.0
2371,6,5.0,5.0,4.0,4.0
2372,6,3.0,3.0,2.0,6.0
2373,1,4.0,4.0,2.0,6.0
2374,5,5.0,3.0,0.0,0.0
2375,6,5.0,3.0,6.0,5.0
2376,5,5.0,6.0,6.0,5.0
2377,6,6.0,6.0,6.0,4.0
2378,4,6.0,4.0,5.0,3.0
2379,3,6.0,6.0,5.0,6.0
2380,6,4.0,2.0,4.0,3.0
2381,6,3.0,6.0,2.0,4.0
2382,6,4.0,4.0,6.0,6.0
2383,6,6.0,3.0,5.0,5.0
2384,5,5.0,4.0,5.0,4.0
2385,6,5.0,6.0,3.0,3.0
2386,6,6.0,6.0,6.0,4.0
2387,6,6.0,6.0,4.0,0.0
2388,2,5.0,5.0,1.0,6.0
2389,3,4.0,3.0,5.0,4.0
2390,4,4.0,4.0,5.0,5.0
2391,5,5.0,0.0,5.0,5.0
2392,5,5.0,5.0,6.0,3.0
2393,5,2.0,5.0,4.0,5.0
2394,4,0.0,6.0,6.0,5.0
2395,4,3.0,4.0,4.0,5.0
2396,3,6.0,5.0,5.0,6.0
2397,3,5.0,5.0,6.0,3.0
2398,2,0.0,4.0,3.0,4.0
2399,6,6.0,5.0,1.0,4.0
2400,6,3.0,6.0,4.0,4.0
2401,4,4.0,5.0,0.0,5.0
2402,6,6.0,5.0,5.0,5.0
2403,4,5.0,4.0,3.0,3.0
2404,5,5.0,3.0,5.0,5.0
2405,4,6.0,4.0,3.0,4.0
2406,6,0.0,6.0,4.0,5.0
2407,6,4.0,6.0,3.0,5.0
2408,4,3.0,5.0,5.0,4.0
2409,1,2.0,6.0,5.0,3.0
2410,6,5.0,4.0,4.0,5.0
2411,0,6.0,5.0,5.0,4.0
2412,4,6.0,4.0,6.0,5.0
2413,6,5.0,5.0,3.0,4.0
2414,1,5.0,6.0,5.0,4.0
2415,5,6.0,3.0,5.0,4.0
2416,4,5.0,5.0,4.0,5.0
2417,4,5.0,5.0,2.0,4.0
2418,3,4.0,5.0,5.0,4.0
2419,0,4.0,4.0,5.0,5.0
2420,6,6.0,5.0,6.0,4.0
2421,6,5.0,5.0,6.0,5.0
2422,6,3.0,5.0,0.0,4.0
2423,3,4.0,3.0,6.0,6.0
2424,5,5.0,5.0,4.0,1.0
2425,6,5.0,4.0,4.0,2.0
2426,2,5.0,5.0,5.0,6.0
2427,4,1.0,2.0,6.0,5.0
2428,4,5.0,6.0,2.0,6.0
2429,3,6.0,6.0,4.0,5.0
2430,6,4.0,6.0,5.0,0.0
2431,4,6.0,6.0,5.0,4.0
2432,4,5.0,5.0,0.0,5.0
2433,3,5.0,1.0,3.0,3.0
2434,4,3.0,3.0,4.0,4.0
2435,4,4.0,4.0,5.0,4.0
2436,4,4.0,6.0,5.0,6.0
2437,5,3.0,5.0,6.0,6.0
2438,3,6.0,6.0,4.0,5.0
2439,4,4.0,5.0,3.0,2.0
2440,6,6.0,5.0,3.0,6.0
2441,5,0.0,5.0,4.0,4.0
2442,4,5.0,5.0,4.0,3.0
2443,5,1.0,5.0,1.0,4.0
2444,3,5.0,6.0,0.0,6.0
2445,6,3.0,4.0,0.0,5.0
2446,6,0.0,4.0,4.0,5.0
2447,6,6.0,5.0,0.0,6.0
2448,6,6.0,3.0,3.0,5.0
2449,6,5.0,5.0,6.0,5.0
2450,6,3.0,5.0,5.0,5.0
2451,0,1.0,5.0,5.0,5.0
2452,5,6.0,5.0,5.0,4.0
2453,5,3.0,5.0,5.0,1.0
2454,2,4.0,0.0,5.0,5.0
2455,6,4.0,5.0,5.0,6.0
2456,6,5.0,4.0,5.0,5.0
2457,6,5.0,5.0,5.0,4.0
2458,5,4.0,5.0,5.0,4.0
2459,4,4.0,6.0,5.0,5.0
2460,6,4.0,5.0,5.0,3.0
2461,2,5.0,4.0,0.0,2.0
2462,6,4.0,5.0,6.0,6.0
2463,3,3.0,3.0,5.0,4.0
2464,6,3.0,4.0,2.0,5.0
2465,1,6.0,4.0,5.0,5.0
2466,4,4.0,6.0,0.0,5.0
2467,5,4.0,5.0,5.0,5.0
2468,5,5.0,6.0,5.0,6.0
2469,6,5.0,5.0,4.0,6.0
2470,3,4.0,5.0,3.0,0.0
2471,6,5.0,4.0,4.0,6.0
2472,3,5.0,5.0,4.0,5.0
2473,5,5.0,6.0,3.0,3.0
2474,5,5.0,5.0,5.0,6.0
2475,1,4.0,5.0,3.0,4.0
2476,1,4.0,6.0,1.0,5.0
2477,5,5.0,6.0,4.0,5.0
2478,2,4.0,4.0,2.0,2.0
2479,4,5.0,3.0,6.0,6.0
2480,3,5.0,3.0,6.0,5.0
2481,6,6.0,5.0,0.0,6.0
2482,6,4.0,5.0,3.0,0.0
2483,1,6.0,5.0,5.0,4.0
2484,3,5.0,5.0,4.0,0.0
2485,2,6.0,6.0,6.0,6.0
2486,3,1.0,3.0,5.0,6.0
2487,6,4.0,5.0,6.0,5.0
2488,6,6.0,3.0,5.0,3.0
2489,6,6.0,5.0,5.0,5.0
2490,6,5.0,5.0,3.0,4.0
2491,3,6.0,4.0,4.0,6.0
2492,1,1.0,5.0,5.0,6.0
2493,6,6.0,6.0,6.0,5.0
2494,3,1.0,5.0,4.0,3.0
2495,6,4.0,3.0,3.0,4.0
2496,5,6.0,4.0,3.0,6.0
2497,6,4.0,4.0,6.0,6.0
2498,1,4.0,6.0,6.0,4.0
2499,6,3.0,4.0,5.0,4.0
2500,6,0.0,5.0,6.0,5.0
2501,6,5.0,6.0,6.0,2.0
2502,6,3.0,5.0,3.0,5.0
2503,3,6.0,6.0,5.0,3.0
2504,4,6.0,4.0,6.0,3.0
2505,6,2.0,3.0,4.0,6.0
2506,3,6.0,5.0,4.0,4.0
2507,2,5.0,5.0,6.0,3.0
2508,6,3.0,0.0,5.0,3.0
2509,6,6.0,2.0,5.0,6.0
2510,1,4.0,5.0,4.0,4.0
2511,4,4.0,0.0,5.0,4.0
2512,6,6.0,0.0,6.0,6.0
2513,6,5.0,6.0,6.0,5.0
2514,5,5.0,4.0,5.0,4.0
2515,3,5.0,3.0,3.0,3.0
2516,6,5.0,4.0,6.0,3.0
2517,6,5.0,2.0,5.0,5.0
2518,5,1.0,0.0,4.0,6.0
2519,6,4.0,5.0,4.0,3.0
2520,5,4.0,6.0,4.0,6.0
2521,6,6.0,6.0,3.0,5.0
2522,6,4.0,4.0,4.0,5.0
2523,5,3.0,5.0,4.0,0.0
2524,2,6.0,5.0,5.0,5.0
2525,6,4.0,5.0,3.0,5.0
2526,6,6.0,5.0,4.0,4.0
2527,2,3.0,6.0,6.0,5.0
2528,2,6.0,6.0,6.0,4.0
2529,4,4.0,5.0,3.0,5.0
2530,3,2.0,4.0,5.0,6.0
2531,4,3.0,4.0,4.0,5.0
2532,4,2.0,4.0,5.0,5.0
2533,3,4.0,3.0,5.0,3.0
2534,6,4.0,6.0,6.0,4.0
2535,6,3.0,5.0,1.0,6.0
2536,6,4.0,3.0,4.0,5.0
2537,6,6.0,5.0,5.0,0.0
2538,3,6.0,6.0,5.0,3.0
2539,5,0.0,6.0,4.0,4.0
2540,5,5.0,6.0,5.0,6.0
2541,3,6.0,3.0,4.0,4.0
2542,4,6.0,0.0,5.0,6.0
2543,5,3.0,3.0,1.0,6.0
2544,5,5.0,5.0,4.0,4.0
2545,6,6.0,6.0,5.0,5.0
2546,6,6.0,6.0,5.0,6.0
2547,5,4.0,6.0,3.0,5.0
2548,3,4.0,5.0,6.0,4.0
2549,0,6.0,0.0,4.0,5.0
2550,6,3.0,4.0,3.0,6.0
2551,6,6.0,0.0,6.0,5.0
2552,3,4.0,3.0,3.0,4.0
2553,6,5.0,5.0,6.0,4.0
2554,3,5.0,3.0,5.0,6.0
2555,5,3.0,3.0,3.0,5.0
2556,6,1.0,5.0,5.0,3.0
2557,4,3.0,5.0,4.0,4.0
2558,6,5.0,5.0,3.0,5.0
2559,6,6.0,4.0,5.0,5.0
2560,6,4.0,5.0,5.0,5.0
2561,4,5.0,4.0,5.0,0.0
2562,6,3.0,4.0,2.0,6.0
2563,6,6.0,5.0,5.0,4.0
2564,6,3.0,3.0,4.0,5.0
2565,6,5.0,3.0,3.0,5.0
2566,2,5.0,4.0,4.0,1.0
2567,6,5.0,6.0,4.0,4.0
2568,5,4.0,4.0,4.0,6.0
2569,3,4.0,4.0,5.0,4.0
2570,5,6.0,3.0,6.0,4.0
2571,4,5.0,4.0,6.0,5.0
2572,0,6.0,4.0,5.0,5.0
2573,1,3.0,3.0,5.0,5.0
2574,1,5.0,4.0,6.0,3.0
2575,6,6.0,3.0,6.0,3.0
2576,6,5.0,6.0,4.0,6.0
2577,5,5.0,6.0,6.0,5.0
2578,4,6.0,5.0,4.0,3.0
2579,3,6.0,6.0,6.0,5.0
2580,6,3.0,4.0,4.0,5.0
2581,4,4.0,5.0,1.0,4.0
2582,1,6.0,5.0,3.0,5.0
2583,1,6.0,3.0,6.0,6.0
2584,6,3.0,5.0,5.0,5.0
2585,6,5.0,3.0,2.0,4.0
2586,5,2.0,4.0,6.0,3.0
2587,1,5.0,6.0,6.0,6.0
2588,4,4.0,5.0,5.0,5.0
2589,5,6.0,6.0,4.0,1.0
2590,3,1.0,4.0,6.0,6.0
2591,4,6.0,6.0,5.0,6.0
2592,1,6.0,5.0,3.0,4.0
2593,5,6.0,3.0,2.0,3.0
2594,5,3.0,3.0,3.0,4.0
2595,5,3.0,5.0,4.0,3.0
2596,5,5.0,6.0,6.0,4.0
2597,5,5.0,3.0,6.0,3.0
2598,6,6.0,3.0,4.0,5.0
2599,3,5.0,5.0,2.0,4.0
2600,4,3.0,4.0,4.0,6.0
2601,6,4.0,4.0,4.0,4.0
2602,6,5.0,5.0,3.0,5.0
2603,4,4.0,6.0,4.0,5.0
2604,3,6.0,6.0,3.0,3.0
2605,6,5.0,6.0,6.0,6.0
2606,4,5.0,0.0,5.0,5.0
2607,6,5.0,3.0,3.0,4.0
2608,5,1.0,5.0,1.0,4.0
2609,6,5.0,5.0,5.0,6.0
2610,5,5.0,5.0,6.0,5.0
2611,6,4.0,3.0,4.0,5.0
2612,4,4.0,6.0,5.0,6.0
2613,4,3.0,6.0,4.0,5.0
2614,3,4.0,4.0,4.0,6.0
2615,5,6.0,5.0,6.0,3.0
2616,5,6.0,5.0,4.0,3.0
2617,5,4.0,2.0,6.0,5.0
2618,6,5.0,4.0,5.0,4.0
2619,5,4.0,4.0,5.0,5.0
2620,4,6.0,4.0,4.0,5.0
2621,6,5.0,3.0,5.0,2.0
2622,5,6.0,4.0,5.0,4.0
2623,0,5.0,5.0,4.0,6.0
2624,4,4.0,4.0,4.0,5.0
2625,5,0.0,4.0,4.0,5.0
2626,1,6.0,1.0,5.0,5.0
2627,4,5.0,3.0,4.0,5.0
2628,5,4.0,4.0,4.0,6.0
2629,6,0.0,5.0,5.0,5.0
2630,4,4.0,3.0,3.0,6.0
2631,6,4.0,2.0,5.0,6.0
2632,0,5.0,3.0,4.0,4.0
2633,0,4.0,1.0,6.0,3.0
2634,4,6.0,5.0,4.0,4.0
2635,3,5.0,5.0,6.0,5.0
2636,1,5.0,4.0,5.0,5.0
2637,3,6.0,5.0,5.0,3.0
2638,5,3.0,1.0,6.0,4.0
2639,3,1.0,6.0,5.0,6.0
2640,0,4.0,3.0,5.0,6.0
2641,3,6.0,5.0,6.0,4.0
2642,4,6.0,6.0,5.0,6.0
2643,4,0.0,4.0,4.0,4.0
2644,5,6.0,6.0,3.0,2.0
2645,1,6.0,2.0,0.0,3.0
2646,2,4.0,3.0,6.0,4.0
2647,4,4.0,5.0,4.0,6.0
2648,5,6.0,5.0,5.0,6.0
2649,5,4.0,6.0,4.0,3.0
2650,3,0.0,4.0,4.0,6.0
2651,6,4.0,5.0,3.0,6.0
2652,6,5.0,5.0,6.0,4.0
2653,4,5.0,2.0,5.0,3.0
2654,3,6.0,6.0,4.0,5.0
2655,5,1.0,3.0,5.0,5.0
2656,0,6.0,4.0,3.0,5.0
2657,4,3.0,4.0,6.0,5.0
2658,3,2.0,5.0,6.0,4.0
2659,5,5.0,4.0,4.0,0.0
2660,6,2.0,1.0,2.0,5.0
2661,6,6.0,5.0,0.0,5.0
2662,6,0.0,6.0,4.0,4.0
2663,6,4.0,5.0,3.0,4.0
2664,6,6.0,5.0,3.0,5.0
2665,4,4.0,4.0,3.0,5.0
2666,4,5.0,4.0,4.0,5.0
2667,4,5.0,5.0,5.0,4.0
2668,0,4.0,5.0,5.0,6.0
2669,6,5.0,6.0,6.0,3.0
2670,6,3.0,5.0,6.0,5.0
2671,6,5.0,5.0,5.0,6.0
2672,6,6.0,5.0,0.0,5.0
2673,5,5.0,2.0,0.0,6.0
2674,4,6.0,5.0,4.0,0.0
2675,5,6.0,4.0,6.0,4.0
2676,5,4.0,6.0,5.0,6.0
2677,2,0.0,4.0,6.0,3.0
2678,6,1.0,6.0,6.0,0.0
2679,5,4.0,4.0,5.0,6.0
2680,6,3.0,3.0,0.0,6.0
2681,6,5.0,3.0,4.0,5.0
2682,5,6.0,5.0,3.0,4.0
2683,6,6.0,3.0,5.0,4.0
2684,6,1.0,1.0,5.0,4.0
2685,4,6.0,2.0,6.0,3.0
2686,3,6.0,4.0,6.0,4.0
2687,6,6.0,6.0,4.0,3.0
2688,2,5.0,3.0,4.0,5.0
2689,5,5.0,5.0,6.0,4.0
2690,5,3.0,4.0,6.0,3.0
2691,2,5.0,5.0,4.0,5.0
2692,1,4.0,3.0,2.0,5.0
2693,4,1.0,4.0,5.0,5.0
2694,4,5.0,6.0,6.0,5.0
2695,1,5.0,5.0,6.0,6.0
2696,4,3.0,4.0,0.0,5.0
2697,5,6.0,5.0,5.0,3.0
2698,6,4.0,5.0,6.0,5.0
2699,6,6.0,5.0,1.0,4.0
2700,4,6.0,2.0,4.0,3.0
2701,5,6.0,1.0,5.0,5.0
2702,5,6.0,5.0,6.0,4.0
2703,3,2.0,2.0,6.0,4.0
2704,6,4.0,4.0,6.0,5.0
