RESPNUM,CCGID,RUN,INTDATE,GATE,AREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,DEPTIME,ARRTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8IMPROVE1,Q8IMPROVE2,Q8IMPROVE3,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10SAFEA,Q10SAFEB,Q10SAFEC,Q11TSAPRE,Q12PRECHECKRATE,Q12PRECOM1,Q12PRECOM2,Q12PRECOM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15PROBCOM1,Q15PROBCOM2,Q15PROBCOM3,Q16LIVE,Q17ST,Q17ZIP,Q17COUNTRY,HOME,Q18AGE,Q19GENDER,Q20INCOME,Q21FLY,Q22SJC,Q22OAK,LANG,WEIGHT,Location 1
611,136,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,12:45 PM,2,,,,,,7,,,,,,,1,2,1,1,1,1,6,4,6,4,4,3,4,4,5,6,6,6,6,6,4,,,,5,6,6,3,5,4,,,,5,24,,,3,,,,,5,5,4,4,2,,,,3,,,SWITZERLAND,15,2,1,3,2,2,2,1,0.7780874494,
612,137,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,1:00 PM,2,,,,,,5,,,,,,,1,1,1,1,2,1,3,2,3,3,3,3,3,3,4,4,5,4,6,4,3,,,,3,3,3,3,3,3,,,,4,,,,2,,,,,7,1,5,5,2,,,,1,CA,94087,US,4,4,1,4,2,2,2,1,0.7780874494,
613,138,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,12:30 PM,2,,,,,,5,,,,,,,1,2,1,1,1,1,0,6,6,3,3,3,6,6,4,6,6,4,6,6,3,,,,6,4,6,2,3,3,,,,5,,,,2,,,,,0,3,3,4,2,,,,3,,,UK,15,5,2,5,2,2,2,1,0.7780874494,
614,139,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,1:00 PM,2,,,,,,6,,,,,,,1,2,1,2,2,4,4,4,3,3,4,4,6,6,6,3,6,6,6,6,3,15,,,3,6,6,3,3,3,,,,4,,,,2,,,,,2,3,4,4,2,,,,1,CA,94518,US,5,7,2,2,2,2,1,1,0.7780874494,
615,140,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,1:00 PM,2,,,,,,2,,,,,,,1,2,2,2,1,4,6,0,2,4,3,3,6,3,6,4,0,6,6,6,3,,,,3,3,6,6,3,3,,,,3,,,,2,,,,,9,3,4,3,2,,,,2,CA,,US,10,7,2,0,2,1,0,1,0.7780874494,
616,141,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,10:00 AM,2,,,,,,1,,,,,,1,1,2,2,2,1,1,3,4,3,5,5,0,3,3,5,5,5,5,6,5,4,,,,3,4,4,3,3,3,,,,4,,,,1,3,0,,,5,0,4,4,2,,,,3,,,FRANCE,15,3,2,0,2,2,2,1,0.7780874494,
617,142,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,12:30 AM,3,,,,,,2,,,,,,,1,1,1,2,1,4,3,4,4,4,5,4,5,5,6,6,6,6,6,6,4,223,,,4,6,6,4,2,3,,,,3,,,,2,,,,,19,4,5,3,2,,,,3,,,CZECH REPUBLIC,15,2,1,0,2,2,2,1,0.7780874494,
618,143,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,1:45 PM,2,,,,,,14,,,,,,,1,2,2,2,3,3,4,4,3,3,4,4,6,6,4,3,3,4,6,6,3,,,,5,5,5,5,5,5,,,,5,5,,,0,0,,,,7,5,5,5,2,,,,1,CA,90486,US,4,3,2,0,2,1,2,1,0.7780874494,
619,144,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,12:00 AM,3,,,,,,2,,,,,,,1,1,1,1,1,1,5,3,4,5,5,5,3,3,5,5,5,5,5,5,0,210,,,5,5,5,5,0,5,,,,3,,,,3,,,,,5,5,5,0,1,14,,,3,,,FRANCE,15,3,2,4,1,2,2,1,0.7780874494,
620,145,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,1:00 PM,2,,,,,,2,,,,,,,1,1,2,2,2,4,2,4,4,4,4,4,5,4,6,5,4,6,4,0,5,,,,5,6,5,5,5,5,,,,5,,,,0,0,,,,7,5,5,5,2,,,,1,CA,95050,US,4,6,1,1,2,1,2,1,0.7780874494,
621,146,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,2:00 PM,2,,,,,,2,,,,,,,1,2,2,2,6,4,3,3,3,3,4,3,3,3,6,4,3,6,4,6,3,,,,4,6,6,3,3,3,,,,4,,,,1,5,1,,,0,0,3,4,0,,,,1,CA,,US,2,7,2,4,2,2,2,1,0.7780874494,
622,147,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,1:30 PM,2,,,,,,6,,,,,,,1,1,0,1,2,3,4,3,2,4,4,3,6,6,5,4,6,6,6,6,4,,,,5,6,6,6,5,4,,,,4,,,,3,,,,,5,4,5,5,2,,,,3,,,GERMANY,15,3,2,2,2,2,2,1,0.7780874494,
623,148,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,12:30 PM,2,,,,,,2,,,,,,,1,1,1,1,3,4,3,4,3,3,4,4,3,3,3,4,3,3,3,3,0,900,,,3,6,6,4,3,3,,,,3,99,,,1,3,0,,,1,4,4,4,2,,,,1,CA,94018,US,3,7,1,0,2,2,1,1,0.7780874494,
624,149,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,1:00 PM,2,,,,,,3,,,,,,,1,0,1,1,1,2,3,4,3,4,4,4,5,5,5,6,6,6,6,6,5,,,,5,6,6,4,5,5,,,,5,1,,,3,,,,,11,5,4,4,2,,,,0,,,FRANCE,15,2,1,2,2,2,2,1,0.7780874494,
625,150,18037,3,9,A,2,3,1,2,4,83,69,6,4,3:50 PM,2:10 PM,3,,,,,,12,,,,,,,1,2,2,2,5,2,4,3,2,5,5,4,6,6,4,4,3,4,3,6,4,,,,4,4,4,4,3,4,,,,5,,,,0,0,,,,5,4,5,4,0,,,,1,CA,94103,US,1,3,1,3,1,1,2,1,0.7780874494,
626,151,18038,3,12,A,3,2,1,1,7,387,74,1,2,5:10 PM,3:00 PM,2,,,,,,8,,,,,,,1,1,1,2,3,3,4,2,3,5,5,5,5,5,4,5,5,5,5,5,3,101,2,,5,5,5,5,5,5,,,,5,1,,,2,,,,,4,3,5,3,1,36,9,,3,OR,97214,US,10,3,2,2,2,2,2,1,0.7780874494,
627,152,18038,3,12,A,3,2,1,1,7,387,74,1,2,5:10 PM,3:50 PM,1,,,,,,2,,,,,,,2,1,1,1,7,4,6,3,3,4,4,3,6,6,4,6,6,6,6,6,4,35,,,3,6,6,3,3,3,,,,5,,,,1,5,2,,,5,5,5,4,2,,,,3,OR,97225,US,10,6,2,3,2,1,2,1,0.7780874494,
628,153,18038,3,12,A,3,2,1,1,7,387,74,1,2,5:10 PM,3:05 PM,3,,,,,,5,,,,,,,2,2,2,1,2,4,6,3,5,5,5,5,5,5,5,5,5,5,5,5,4,,,,5,5,5,5,5,5,,,,4,99,,,2,,,,,2,5,5,2,1,4,5,,1,CA,94563,US,5,7,2,3,2,2,2,1,0.7780874494,
629,154,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,1:26 PM,4,,,,,,3,,,,,,,2,2,2,1,1,1,5,6,6,6,5,6,6,6,5,0,0,0,0,0,5,,,,4,5,5,4,4,4,,,,5,12,,,3,,,,,11,5,5,5,2,,,,3,OR,97330,US,10,2,1,1,2,2,2,1,0.7780874494,
630,155,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,4:00 PM,1,,,,,,8,,,,,,,1,1,2,1,1,1,2,3,3,2,2,3,3,3,3,2,3,3,6,2,3,80,,80,3,2,3,3,3,3,,,,3,12,,,2,,,,,5,2,2,5,2,,,,3,TX,78738,US,11,4,1,3,2,2,1,1,0.7780874494,
631,156,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,2:32 PM,3,,,,,,15,,,,,,,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,0,0,0,0,0,21,,,0,,,,1,5,0,,,3,0,4,5,2,,,,1,CA,,US,6,7,2,2,2,0,1,1,0.7780874494,
632,157,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:30 PM,2,3,,,,,2,,,,,,,1,0,1,1,1,3,5,4,4,5,5,5,5,5,5,5,4,6,6,6,5,,,,5,6,6,4,5,5,,,,5,,,,1,4,0,,,6,5,4,3,2,,,,1,CA,94070,US,2,6,1,2,3,2,2,1,0.7780874494,
633,158,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:00 PM,3,,,,,,8,,,,,,,1,1,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,82,,,5,5,5,5,3,5,,,,5,,,,2,,,,,5,4,5,0,2,,,,3,OR,97202,US,10,5,2,4,2,0,1,1,0.7780874494,
634,159,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:45 PM,1,,,,,,8,,,,,,,2,2,1,2,4,4,3,3,4,5,5,5,6,6,3,4,6,3,6,4,4,3,,,4,4,4,4,4,4,,,,5,5,,,1,0,,,,7,4,5,4,2,,,,3,OR,97233,US,10,4,1,4,2,1,1,1,0.7780874494,
635,160,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:00 PM,1,,,,,,8,,,,,,,2,2,1,2,3,4,4,3,3,3,4,3,4,4,6,4,6,4,6,3,4,,,,4,4,3,3,4,4,,,,5,,,,1,5,0,,,6,3,3,4,2,,,,3,WA,98121,US,10,7,1,3,2,1,2,1,0.7780874494,
636,161,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,2:30 PM,1,,,,,,3,,,,,,,1,0,0,1,2,2,6,4,2,5,3,3,3,0,5,6,6,6,6,6,3,178,176,,5,6,4,4,3,4,,,,3,,,,3,,,,,11,4,4,4,2,,,,3,OR,97006,US,10,3,1,2,1,2,2,1,0.7780874494,
637,162,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:47 PM,2,,,,,,3,,,,,,,2,2,2,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,5,5,6,6,6,5,,,,5,,,,1,6,0,,,11,6,3,5,2,,,,3,WA,,US,10,2,1,0,2,2,2,1,0.7780874494,
638,163,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,2:45 PM,1,,,,,,8,,,,,,,2,2,2,1,3,3,4,3,4,5,5,3,3,3,4,4,6,3,6,3,4,107,,,4,4,4,4,5,4,,,,5,5,,,2,,,,,6,5,5,5,2,,,,3,OK,73003,US,11,3,1,2,2,2,2,1,0.7780874494,
639,164,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:00 PM,1,,,,,,5,,,,,,,0,0,1,0,1,2,6,4,6,1,1,1,6,6,6,0,0,3,0,0,3,,,,5,5,5,5,5,5,,,,5,,,,2,,,,,5,4,2,4,2,,,,3,OR,,US,10,3,1,2,2,1,2,1,0.7780874494,
640,165,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:45 PM,2,,,,,,2,,,,,,,2,1,2,2,3,4,4,2,2,3,3,2,3,3,3,2,3,3,3,3,3,,,,4,4,3,3,2,3,,,,3,,,,2,,,,,5,3,4,4,2,,,,3,OR,97219,US,10,4,1,3,1,1,2,1,0.7780874494,
641,166,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:45 PM,1,,,,,,4,,,,,,,2,1,2,1,3,4,5,4,3,3,3,3,3,3,4,3,6,4,6,2,4,204,907,,4,4,3,3,3,3,,,,2,,,,2,,,,,5,3,1,3,1,3,9,13,3,OR,97702,US,10,4,1,4,1,1,2,1,0.7780874494,
642,167,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,2:00 PM,1,,,,,,8,,,,,,,1,1,2,1,1,4,5,4,4,4,4,3,3,3,4,0,0,5,0,5,5,217,,,5,5,5,5,5,5,,,,5,,,,2,,,,,5,5,5,5,1,16,,,3,WA,98604,US,10,6,1,2,2,2,1,1,0.7780874494,
643,168,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,2:30 PM,2,,,,,,14,,,,,,,1,2,1,1,2,1,3,4,3,5,4,4,4,4,5,3,6,3,6,5,4,,,,3,3,4,2,3,4,,,,4,,,,2,,,,,5,5,5,5,2,,,,3,WA,98671,US,10,5,2,2,2,2,2,1,0.7780874494,
644,169,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,4:20 PM,1,,,,,,2,,,,,,,2,2,2,2,3,4,3,3,3,3,3,4,4,4,3,6,6,6,6,6,6,,,,5,6,6,5,5,5,,,,5,,,,1,5,0,,,5,5,5,5,2,,,,3,OR,97219,US,10,6,0,4,1,2,2,1,0.7780874494,
645,170,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:00 PM,3,,,,,,8,,,,,,,1,2,1,1,1,3,6,3,3,4,4,4,6,4,4,2,6,4,6,3,3,,,,4,4,2,2,4,3,,,,4,1,,,2,,,,,9,0,4,4,2,,,,3,,,UK,15,5,1,4,1,2,2,1,0.7780874494,
646,171,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,1:00 PM,12,,,,,,3,,,,,,,1,1,0,0,7,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,,,,2,,,,,11,0,5,5,2,,,,3,OR,97266,US,10,3,1,1,1,1,1,1,0.7780874494,
647,172,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:30 PM,1,,,,,,4,,,,,,,2,2,1,1,3,1,3,4,3,3,3,3,3,3,4,5,6,4,6,3,3,,,,4,3,3,4,3,4,,,,5,,,,2,,,,,5,5,5,5,2,,,,3,OR,,US,10,3,1,3,2,1,1,1,0.7780874494,
648,173,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:45 PM,1,,,,,,14,,,,,,,2,2,1,1,4,4,6,3,3,4,4,4,6,6,4,5,6,6,6,3,4,,,,4,3,4,4,3,4,,,,5,,,,1,5,0,,,5,4,5,5,2,,,,3,OR,97204,US,10,4,1,4,2,1,1,1,0.7780874494,
649,174,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,4:00 PM,1,,,,,,4,,,,,,,2,1,2,1,5,4,6,3,3,2,3,3,6,6,3,3,6,4,6,3,3,176,215,178,2,3,3,3,3,3,,,,5,6,,,1,5,0,,,5,5,2,5,1,24,3,,3,OR,97229,US,10,5,1,3,1,1,1,1,0.7780874494,
650,175,18038,3,12,A,3,2,1,2,7,387,74,1,2,5:10 PM,3:00 PM,2,,,,,,3,,,,,,,1,2,2,1,3,4,2,2,2,4,4,4,6,6,4,3,6,4,6,3,3,,,,4,4,4,4,4,4,,,,4,,,,2,,,,,11,4,5,4,2,,,,3,,,UK,15,4,1,4,1,2,2,1,0.7780874494,
651,187,18040,3,10,A,3,2,1,1,7,223,88,1,3,8:25 PM,7:30 PM,1,,,,,,12,,,,,,,2,2,2,2,3,3,4,3,3,4,5,3,6,6,6,4,6,4,6,6,4,176,,,4,3,6,3,4,3,,,,5,6,,,2,,,,,5,5,5,5,2,,,,3,WA,99354,US,10,4,1,4,1,2,2,1,0.7780874494,
652,188,18040,3,10,A,3,2,1,1,7,223,88,1,3,8:25 PM,6:15 PM,2,,,,,,2,,,,,,,1,2,1,2,1,1,5,4,6,5,5,5,5,6,6,6,3,6,6,6,6,178,176,,5,6,6,5,4,4,,,,5,4,,,1,5,1,10,,5,3,5,5,4,,,,3,MI,49441,US,11,6,0,2,2,2,2,1,0.7780874494,
653,189,18040,3,10,A,3,2,1,1,7,223,88,1,3,8:25 PM,7:00 PM,2,,,,,,2,,,,,,,2,2,2,2,1,1,3,3,4,3,4,2,2,2,3,6,6,6,6,6,4,900,,,3,6,6,3,2,3,,,,3,4,,,2,,,,,5,3,3,4,1,3,24,,3,WA,98042,US,10,2,1,1,2,2,2,1,0.7780874494,
654,190,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,6:00 PM,2,,,,,,3,,,,,,,2,2,2,1,1,2,6,6,6,3,3,3,6,6,1,6,6,6,6,6,3,,,,3,3,6,6,3,3,,,,3,,,,3,,,,,11,6,3,3,3,,,,3,,,JAPAN,16,4,1,2,3,2,2,1,0.7780874494,
655,191,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,7:00 PM,2,,,,,,3,,,,,,,0,1,0,1,1,1,4,6,4,6,5,5,6,6,5,6,6,6,6,6,3,,,,3,6,6,6,3,4,,,,4,,,,2,,,,,11,6,3,6,2,,,,3,WA,99026,US,10,2,2,2,2,2,2,1,0.7780874494,
656,192,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,7:00 PM,2,,,,,,5,,,,,,,0,0,1,1,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,5,,,,2,,,,,5,3,3,4,2,,,,1,CA,94109,US,1,3,1,4,2,0,1,1,0.7780874494,
657,193,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,7:15 PM,2,,,,,,3,,,,,,,0,1,0,1,2,4,5,5,5,4,5,5,5,5,5,4,6,5,6,4,4,,,,5,5,5,5,5,5,,,,4,,,,1,5,1,,,11,0,4,5,2,,,,3,WA,98502,US,10,6,2,3,1,2,0,1,0.7780874494,
658,194,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,N,1,,,,,,12,,,,,,,2,1,2,2,6,2,3,2,2,3,3,3,6,6,3,3,6,6,6,6,3,12,,,4,6,3,3,3,3,,,,4,,,,1,5,1,,,4,4,4,5,2,,,,3,WA,98004,US,10,4,1,4,1,1,1,1,0.7780874494,
659,195,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,6:00 PM,5,,,,,,11,,,,,,,2,1,1,2,3,1,3,3,4,3,3,3,3,3,3,6,6,6,6,6,3,,,,4,4,4,4,4,4,,,,4,,,,2,,,,,5,5,5,5,2,,,,3,WA,98112,US,10,4,1,4,2,2,2,1,0.7780874494,
660,196,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,5:30 PM,3,,,,,,3,,,,,,,1,2,2,1,1,1,4,6,6,6,4,4,3,3,5,6,6,6,6,6,5,,,,5,6,6,4,4,4,,,,4,,,,3,,,,,11,3,6,5,2,,,,3,,,JAPAN,16,2,2,2,2,2,2,1,0.7780874494,
661,197,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,7:15 AM,3,,,,,,5,,,,,,,2,1,1,1,6,2,4,3,4,4,4,4,4,4,3,4,6,4,6,6,4,200,2,,4,4,6,4,3,4,,,,4,4,24,,2,,,,,5,4,3,4,1,1,,,1,CA,94105,US,1,3,1,3,2,1,1,1,0.7780874494,
662,198,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,7:00 PM,3,,,,,,3,,,,,,,2,2,1,1,2,4,4,4,4,4,5,4,4,4,4,4,6,4,6,4,4,50,,,5,5,5,5,5,5,,,,5,4,1,,4,,,,,11,0,4,5,2,,,,3,VA,20165,US,12,6,1,3,2,2,2,1,0.7780874494,
663,199,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,7:15 PM,3,,,,,,2,,,,,,,2,2,2,1,1,2,4,4,4,4,4,4,4,4,3,4,3,6,6,6,4,,,,4,4,4,4,4,4,,,,3,,,,2,,,,,5,4,4,4,2,,,,3,WA,,US,10,2,2,1,2,2,2,1,0.7780874494,
664,200,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,7:00 PM,1,,,,,,2,,,,,,,1,2,2,2,3,3,4,4,4,3,3,4,3,3,3,2,4,4,3,2,4,269,176,,4,4,3,4,3,4,,,,4,,,,2,,,,,5,4,5,4,2,,,,3,WA,98102,US,10,4,1,4,2,2,2,1,0.7780874494,
665,201,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,N,1,,,,,,4,,,,,,,2,1,1,1,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,4,2,,,5,5,5,5,5,5,,,,5,,,,2,,,,,0,5,5,5,2,,,,3,CA,92626,US,10,3,2,4,1,2,2,1,0.7780874494,
666,202,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,6:50 PM,4,,,,,,5,,,,,,,1,2,2,2,3,3,0,2,6,3,3,3,3,3,3,0,0,3,0,0,3,,,,4,4,4,4,4,4,,,,3,,,,2,,,,,2,3,2,3,1,9,,,1,CA,,US,3,3,0,1,2,2,1,1,0.7780874494,
667,203,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,4:30 PM,2,3,,,,,2,,,,,,,2,2,1,1,2,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,4,176,,,5,6,6,4,5,4,,,,5,12,,,3,,,,,6,5,5,5,2,,,,3,WA,98116,US,10,4,2,2,1,2,2,1,0.7780874494,
668,204,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,7:00 PM,2,,,,,,2,,,,,,,0,0,0,1,2,2,4,4,3,3,4,4,4,4,5,4,4,6,6,6,4,234,,,3,4,3,4,6,4,,,,0,,,,0,0,,,,0,0,0,0,0,,,,0,WA,,US,10,6,1,2,2,1,1,1,0.7780874494,
669,205,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,8:00 PM,1,,,,,,4,,,,,,,2,2,1,2,3,4,3,4,4,4,5,4,6,6,6,4,6,6,6,6,3,907,,,4,6,6,3,2,2,,,,5,21,,,1,5,1,,,5,4,3,4,2,,,,0,,,Blank,0,0,0,0,0,0,0,1,0.7780874494,
670,206,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,6:00 PM,1,,,,,,14,,,,,,,2,2,1,1,1,1,6,4,3,5,5,5,6,6,5,5,6,6,6,6,5,200,234,,5,6,6,5,1,4,21,,,4,,,,2,,,,,7,5,5,3,1,8,,,3,WA,98203,US,10,3,2,3,2,2,2,1,0.7780874494,
671,207,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,5:45 PM,5,,,,,,4,,,,,,,2,1,1,2,1,1,4,3,3,4,4,4,6,6,6,6,6,6,6,6,3,907,,,4,6,6,2,3,3,,,,4,1,,,2,,,,,99,2,4,3,2,,,,3,WA,,US,10,4,1,3,2,2,2,1,0.7780874494,
672,208,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,6:30 PM,3,,,,,,2,,,,,,,2,2,2,2,2,4,4,6,6,4,4,4,6,6,6,3,6,2,6,6,0,,,,3,3,6,6,3,3,,,,3,,,,2,,,,,6,5,5,5,2,,,,1,CA,94010,US,2,3,1,2,2,1,2,1,0.7780874494,
673,209,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,4:00 PM,1,,,,,,8,,,,,,,2,1,1,1,3,3,3,2,3,2,4,3,3,3,3,2,2,5,6,4,3,,,,4,4,4,3,3,3,,,,5,,,,2,,,,,0,0,4,3,2,,,,3,WA,,US,10,4,1,2,2,1,1,1,0.7780874494,
674,210,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,6:00 PM,2,,,,,,4,,,,,,,2,2,2,2,1,1,6,6,3,3,5,5,6,5,6,6,6,6,6,6,4,,,,5,6,6,6,4,4,,,,5,1,24,,0,0,,,,5,4,3,3,2,,,,3,,,INDIA,16,2,1,1,2,2,2,1,0.7780874494,
675,211,18040,3,10,A,3,2,1,2,7,223,88,1,3,8:25 PM,6:50 PM,1,,,,,,8,,,,,,,2,0,1,2,2,1,6,4,6,4,5,4,6,6,6,5,6,5,6,5,0,,,,5,5,5,5,5,5,,,,5,,,,2,,,,,3,5,5,5,2,,,,3,WA,98109,US,10,3,1,3,2,2,2,1,0.7780874494,
676,269,18041,4,58,D,2,2,1,1,8,1213,24,3,4,4:45 PM,3:10 PM,1,,,,,,4,,,,,,,2,2,2,2,5,1,4,5,5,5,5,5,6,5,6,4,6,5,6,6,5,30,,,5,5,6,5,5,5,,,,5,,,,2,,,,,5,4,5,5,2,,,,3,TX,75052,US,11,6,1,2,2,2,2,1,0.8694341151,
677,270,18041,4,58,D,2,2,1,1,8,1213,24,3,4,4:45 PM,1:00 PM,3,,,,,,2,,,,,,,1,1,1,2,1,4,4,4,3,4,6,6,6,6,1,5,6,6,6,6,4,,,,3,6,6,6,6,4,,,,4,,,,2,,,,,9,5,5,3,1,26,,,2,CA,94952,US,7,4,2,1,2,2,2,1,0.8694341151,
678,271,18041,4,58,D,2,2,1,1,8,1213,24,3,4,4:45 PM,2:20 PM,2,,,,,,2,,,,,,,1,2,2,1,2,4,5,5,5,5,5,6,6,6,5,5,6,6,6,6,5,61,,,4,6,6,5,5,5,,,,5,1,,,1,5,10,,,7,5,5,5,2,,,,3,CA,95066,US,10,6,2,3,2,1,1,1,0.8694341151,
679,272,18041,4,58,D,2,2,1,1,8,1213,24,3,4,4:45 PM,2:00 PM,1,,,,,,4,,,,,,,1,1,2,2,3,4,4,4,4,4,4,4,3,3,6,5,5,5,6,5,4,900,,,4,4,4,4,4,4,,,,4,5,,,1,5,1,2,,5,5,5,5,2,,,,3,TX,75244,US,11,5,1,4,1,2,1,1,0.8694341151,
680,273,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,3:00 PM,1,,,,,,8,,,,,,,2,1,1,2,3,1,6,4,2,3,3,3,6,6,6,1,6,3,6,1,2,87,,,4,2,2,4,5,3,,,,4,,,,2,,,,,5,4,1,5,2,,,,3,,,Blank,0,3,1,4,1,1,0,1,0.8694341151,
681,274,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,3:05 PM,4,,,,,,1,,,,,,1,1,1,1,1,6,4,3,3,4,4,4,4,3,3,4,4,4,4,3,3,4,,,,4,3,3,3,3,4,,,,5,,,,2,,,,,2,3,5,4,2,,,,1,CA,94506,US,5,5,1,4,1,2,1,1,0.8694341151,
682,275,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,2:30 PM,1,,,,,,14,,,,,,,2,1,1,1,1,1,4,4,5,5,6,5,6,6,5,5,6,6,6,6,5,,,,5,6,6,5,5,5,,,,5,,,,2,,,,,1,5,5,5,2,,,,3,TX,75024,US,11,5,2,4,2,2,2,1,0.8694341151,
683,276,18041,4,58,D,2,2,1,2,8,1213,24,3,4,4:45 PM,2:30 PM,1,,,,,,6,,,,,,,2,1,1,2,1,1,4,2,2,4,4,5,5,5,3,6,6,6,6,6,3,,,,5,6,6,5,4,5,,,,4,24,,,2,,,,,1,4,5,5,2,,,,3,TX,75078,US,11,5,2,4,2,2,2,1,0.8694341151,
