RESPNUM,CCGID,RUN,INTDATE,GATE,AREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,DEPTIME,ARRTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8IMPROVE1,Q8IMPROVE2,Q8IMPROVE3,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10SAFEA,Q10SAFEB,Q10SAFEC,Q11TSAPRE,Q12PRECHECKRATE,Q12PRECOM1,Q12PRECOM2,Q12PRECOM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15PROBCOM1,Q15PROBCOM2,Q15PROBCOM3,Q16LIVE,Q17ST,Q17ZIP,Q17COUNTRY,HOME,Q18AGE,Q19GENDER,Q20INCOME,Q21FLY,Q22SJC,Q22OAK,LANG,WEIGHT,Location 1
2470,240,18010,4,75,F,3,2,1,2,33,791,88,1,3,5:14 PM,3:45 PM,3,,,,,,1,,,,,,4,1,2,1,2,3,4,5,3,3,4,4,4,3,3,3,4,4,4,4,4,4,900,,,2,4,4,3,3,3,,,,4,,,,2,,,,,5,5,5,5,2,,,,1,CA,,US,3,4,2,4,2,2,1,1,2.5432199288,
2471,241,18010,4,75,F,3,2,1,2,33,791,88,1,3,5:14 PM,7:35 AM,1,,,,,,9,5,,,,,,2,1,0,1,4,4,4,3,3,3,3,3,3,3,3,6,6,5,6,5,4,,,,3,3,4,4,4,4,,,,5,4,6,,1,5,1,,,99,3,4,4,2,,,,3,WA,94030,US,10,5,0,0,2,1,2,1,2.5432199288,
2472,242,18010,4,75,F,3,2,1,2,33,791,88,1,3,5:14 PM,2:30 AM,4,,,,,,3,,,,,,,1,2,2,2,1,1,4,3,6,6,6,4,6,6,6,6,6,6,6,6,5,900,,,5,6,6,4,4,6,,,,5,,,,3,,,,,11,3,5,3,2,,,,3,,,LAOS,16,2,1,1,1,2,2,1,2.5432199288,
2473,243,18010,4,75,F,3,2,1,2,33,791,88,1,3,5:14 PM,2:15 PM,2,,,,,,3,,,,,,,0,0,1,0,1,1,4,3,3,4,4,4,4,4,4,3,4,3,3,4,3,,,,0,0,0,0,0,0,,,,0,,,,2,,,,,11,4,5,0,2,,,,3,WA,98007,US,10,3,2,5,3,2,2,1,2.5432199288,
2474,244,18010,4,75,F,3,2,1,2,33,791,88,1,3,5:14 PM,3:30 PM,3,,,,,,2,,,,,,,2,2,2,1,2,2,3,6,4,5,4,5,6,6,4,4,6,6,6,6,5,49,,,5,6,6,6,5,5,,,,5,1,,,2,,,,,2,3,5,5,2,,,,1,CA,94549,US,5,2,2,4,2,2,1,1,2.5432199288,
2475,245,18010,4,75,F,3,2,1,2,33,791,88,1,3,5:14 PM,3:30 PM,1,,,,,,5,,,,,,,2,1,2,1,2,4,4,6,3,2,3,3,6,6,5,6,6,4,6,6,3,200,,,5,3,6,3,1,3,29,,,4,4,3,,2,,,,,1,5,3,3,2,,,,3,WA,98102,US,10,3,1,3,1,2,2,1,2.5432199288,
2476,246,18010,4,75,F,3,2,1,2,33,791,88,1,3,5:14 PM,2:30 PM,1,2,,,,,3,,,,,,,2,2,2,2,6,4,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,,,,4,4,5,4,4,5,91,,,5,,,,2,,,,,11,5,5,3,2,,,,0,WA,98188,US,10,4,0,1,2,2,2,1,2.5432199288,
2477,2418,18150,21,50,D,1,1,1,1,36,902,46,1,4,9:00 AM,7:30 AM,5,,,,,,2,,,,,,,2,2,2,1,3,4,3,3,2,3,6,4,6,6,4,4,6,6,6,6,3,200,208,,4,6,6,3,3,4,28,,,5,6,,,2,,,,,6,5,5,5,2,,,,1,CA,94404,US,2,5,2,3,2,2,2,1,0.8694341151,
2478,2419,18150,21,50,D,1,1,1,1,36,902,46,1,4,9:00 AM,6:30 AM,1,,,,,,7,,,,,,,2,2,1,1,1,1,4,3,3,5,5,5,6,6,5,6,6,6,6,6,5,200,,,5,6,6,5,5,5,,,,5,6,,,2,,,,,5,5,5,5,2,,,,3,ON,,CANADA,13,4,1,2,2,2,2,1,0.8694341151,
2479,2420,18150,21,50,D,1,1,1,1,36,902,46,1,4,9:00 AM,7:20 AM,2,,,,,,2,,,,,,,2,2,2,1,3,4,4,4,3,3,3,4,6,6,5,4,5,4,5,4,5,,,,5,4,4,5,4,5,,,,5,5,,,1,5,1,16,,1,5,5,5,2,,,,1,CA,94550,US,3,7,2,2,2,2,1,1,0.8694341151,
2480,2421,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:00 AM,5,,,,,,7,,,,,,,2,2,2,1,3,4,6,6,6,4,4,4,6,6,5,0,0,0,0,0,4,182,,,4,4,6,6,4,4,,,,5,,,,1,4,0,,,5,4,4,3,2,,,,3,NV,89117,US,10,7,1,0,1,2,2,1,0.8694341151,
2481,2422,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:00 AM,2,,,,,,6,,,,,,,1,2,1,1,1,0,5,5,5,5,5,5,5,5,5,0,0,0,6,0,5,,,,5,5,5,5,5,5,,,,5,,,,1,5,1,,,5,5,5,5,2,,,,3,MA,1801,US,12,7,2,2,2,2,2,1,0.8694341151,
2482,2423,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:45 AM,2,,,,,,2,,,,,,,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,3,6,3,6,6,4,40,,,3,3,3,3,4,3,,,,3,,,,3,,,,,5,3,4,4,2,,,,1,CA,94105,US,1,2,1,1,2,2,2,1,0.8694341151,
2483,2424,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:45 AM,1,,,,,,4,,,,,,,2,2,1,2,4,2,6,5,5,5,5,5,5,5,4,4,6,5,6,6,5,130,,,5,5,5,5,5,5,,,,5,,,,1,5,0,,,5,5,5,5,2,,,,3,WA,,US,10,3,1,4,1,2,2,1,0.8694341151,
2484,2425,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:30 AM,2,,,,,,2,,,,,,,2,1,1,2,3,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,,,,5,5,5,5,5,5,89,,,4,,,,1,5,0,,,6,5,5,5,2,,,,1,CA,94080,US,2,4,2,4,1,2,2,1,0.8694341151,
2485,2426,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:30 AM,2,,,,,,2,,,,,,,2,2,1,1,3,4,4,4,4,3,3,4,6,6,4,4,4,6,3,6,4,,,,4,4,6,4,3,3,,,,5,,,,1,5,2,,,6,4,4,4,2,,,,2,CA,94015,US,2,7,2,2,3,2,2,1,0.8694341151,
2486,2427,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:15 AM,2,,,,,,2,,,,,,,1,2,1,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,,,,2,,,,,6,0,5,5,2,,,,1,CA,94070,US,2,2,2,1,2,2,2,1,0.8694341151,
2487,2428,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:40 AM,1,2,,,,,2,,,,,,,2,2,2,1,3,2,4,5,4,4,4,4,4,4,5,3,4,6,6,6,4,,,,5,6,6,5,4,5,,,,5,1,,,2,,,,,99,5,4,5,2,,,,3,NV,89139,US,10,2,2,1,2,1,2,1,0.8694341151,
2488,2429,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:00 AM,2,,,,,,4,,,,,,,1,1,1,2,2,1,5,5,4,5,6,5,5,5,6,6,6,6,6,6,5,,,,5,6,6,5,5,5,,,,5,1,,,3,,,,,5,5,5,5,2,,,,1,CA,94110,US,1,3,2,2,2,2,2,1,0.8694341151,
2489,2430,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:30 AM,2,,,,,,6,,,,,,,1,1,2,1,1,1,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,,,,5,5,5,5,5,5,,,,5,,,,1,3,0,,,5,5,5,5,2,,,,3,,,AUSTRALIA,19,6,0,0,0,2,2,1,0.8694341151,
2490,2431,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:45 AM,2,,,,,,2,,,,,,,2,2,2,2,3,4,5,4,4,5,4,4,4,4,6,4,4,6,6,6,4,30,,,5,6,6,5,5,5,,,,4,,,,1,5,1,2,17,6,5,5,5,2,,,,1,CA,94014,US,2,6,2,2,2,2,2,1,0.8694341151,
2491,2432,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,N,2,,,,,,12,,,,,,,2,2,2,2,3,2,5,4,4,4,5,5,5,5,5,3,3,4,5,5,4,,,,5,4,4,5,4,4,,,,5,,,,2,,,,,5,5,5,5,2,,,,1,,,Blank,0,3,1,3,0,2,2,1,0.8694341151,
2492,2433,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:45 AM,1,,,,,,1,,,,,,4,2,2,1,2,4,4,4,3,3,4,4,4,3,3,6,4,3,6,6,4,4,,,,4,6,4,4,4,4,,,,5,,,,1,4,0,,,6,4,4,0,2,,,,1,CA,94080,US,2,7,1,0,2,2,1,1,0.8694341151,
2493,2434,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:20 AM,2,,,,,,6,,,,,,,1,2,2,0,1,1,6,6,6,4,6,4,6,6,1,6,6,6,6,6,3,,,,4,6,6,6,0,4,,,,4,,,,2,,,,,5,4,4,4,2,,,,3,,,UK,15,5,2,0,3,2,2,1,0.8694341151,
2494,2435,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,7:30 AM,2,,,,,,11,12,,,,,,0,0,1,1,4,3,3,3,3,4,4,3,0,0,4,4,4,4,2,3,4,,,,5,5,0,4,4,5,,,,5,,,,2,,,,,0,0,0,0,0,,,,0,,,Blank,0,0,0,0,0,0,0,1,0.8694341151,
2495,2436,18150,21,50,D,1,1,1,2,36,902,46,1,4,9:00 AM,6:50 AM,3,,,,,,2,,,,,,,3,1,1,2,2,4,4,4,4,4,4,4,4,4,6,4,4,4,6,6,4,,,,4,4,6,4,4,4,,,,4,,,,1,4,1,,,7,4,4,4,2,,,,1,CA,94089,US,4,6,1,1,2,2,2,2,0.8694341151,
2496,2402,18149,19,58,D,2,1,1,1,8,1033,18,3,4,12:10 PM,9:30 AM,2,,,,,,8,,,,,,,1,1,2,2,1,4,3,4,3,3,3,6,6,6,6,4,6,5,6,4,4,,,,4,4,3,4,6,4,,,,5,6,,,2,,,,,4,5,5,4,2,,,,3,MI,49712,US,11,7,1,4,2,2,2,1,0.8694341151,
2497,2403,18149,19,58,D,2,1,1,1,8,1033,18,3,4,12:10 PM,9:30 AM,1,,,,,,3,,,,,,,2,1,1,1,3,2,4,5,5,4,0,5,5,5,5,5,5,5,3,0,4,1,27,,4,5,5,4,3,5,85,,,5,6,1,,2,,,,,11,0,4,5,2,,,,1,CA,95044,US,7,5,1,1,2,2,1,1,0.8694341151,
2498,2404,18149,19,58,D,2,1,1,1,8,1033,18,3,4,12:10 PM,10:00 AM,4,,,,,,2,,,,,,,1,2,1,2,2,4,4,3,3,4,3,3,6,6,6,4,6,6,6,6,5,204,,,5,6,6,5,4,5,,,,4,,,,2,,,,,7,5,5,5,2,,,,1,CA,94025,US,2,2,1,0,2,1,2,1,0.8694341151,
2499,2405,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,10:00 AM,2,3,,,,,4,,,,,,,1,2,1,2,1,1,6,4,4,4,3,4,6,6,1,5,6,6,6,6,4,,,,5,6,6,5,5,5,,,,5,,,,2,,,,,99,5,5,5,2,,,,3,,,AUSTRALIA,19,3,2,0,2,2,2,1,0.8694341151,
2500,2406,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,10:15 AM,3,,,,,,1,,,,,,4,2,2,2,2,2,4,6,6,6,4,4,4,6,6,6,4,6,3,4,6,4,,,,4,6,6,6,4,4,,,,0,,,,2,,,,,2,3,4,4,2,,,,1,CA,94549,US,5,7,1,4,2,2,1,1,0.8694341151,
2501,2407,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,N,1,,,,,,1,,,,,,0,1,0,0,0,3,3,2,2,2,3,3,2,2,2,1,4,4,4,6,4,2,204,,,3,3,3,3,3,3,,,,3,,,,1,3,18,,,99,3,2,1,1,9,13,,3,,,SWEDEN,15,4,1,4,1,1,2,1,0.8694341151,
2502,2408,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,9:00 AM,2,,,,,,4,,,,,,,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,,,,5,6,6,5,5,5,,,,5,1,,,2,,,,,5,5,5,4,2,,,,3,,,UK,15,3,2,4,2,2,2,1,0.8694341151,
2503,2409,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,11:00 AM,3,,,,,,2,,,,,,,1,2,2,2,3,4,5,4,4,4,4,4,6,6,6,1,4,6,3,6,4,176,124,,5,6,6,5,5,5,,,,4,6,3,,1,5,1,,,1,3,5,5,2,,,,1,CA,94501,US,3,7,2,4,2,2,1,1,0.8694341151,
2504,2410,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,10:00 AM,2,,,,,,2,,,,,,,1,1,2,1,1,4,3,3,3,3,4,4,6,6,4,3,3,6,6,6,3,28,,,5,6,6,4,5,3,,,,4,,,,2,,,,,6,5,4,3,2,,,,1,CA,94062,US,2,6,2,4,2,1,2,1,0.8694341151,
2505,2411,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,10:00 AM,1,,,,,,8,,,,,,,0,1,0,0,2,2,4,4,4,4,4,4,4,4,4,2,3,4,4,2,3,,,,5,5,5,5,5,5,,,,5,,,,0,0,,,,5,3,0,0,0,,,,3,,,Blank,0,4,1,0,3,0,0,1,0.8694341151,
2506,2412,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,10:40 AM,1,,,,,,4,,,,,,,2,1,1,1,1,3,3,3,4,3,2,3,3,3,3,3,2,3,3,3,3,,,,4,3,3,3,3,3,,,,3,,,,2,,,,,5,4,3,2,2,,,,3,IL,,US,11,5,2,4,1,1,2,1,0.8694341151,
2507,2413,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,9:00 AM,1,,,,,,6,,,,,,,1,2,1,2,3,3,4,5,2,4,6,0,0,0,0,6,6,6,6,6,4,900,,,5,6,6,5,4,4,,,,5,21,4,,3,,,,,7,4,5,4,2,,,,3,,,INDIA,16,4,2,3,2,1,2,1,0.8694341151,
2508,2414,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,N,5,,,,,,2,,,,,,,1,0,0,0,2,4,3,5,4,5,5,5,5,5,5,5,6,6,6,6,5,900,,,5,6,6,5,5,5,85,,,4,,,,1,3,0,,,5,5,5,5,2,,,,0,,,PHILIPPINES,16,6,1,1,2,2,0,1,0.8694341151,
2509,2415,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,11:00 AM,1,,,,,,8,,,,,,,2,1,1,1,1,1,3,3,3,5,3,4,4,0,3,4,4,4,4,0,3,176,,,4,5,3,3,4,3,29,,,4,,,,1,0,2,,,9,3,0,0,2,,,,0,IN,46032,US,11,6,1,3,3,2,2,1,0.8694341151,
2510,2416,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,10:00 AM,6,,,,,,2,,,,,,,2,1,2,2,3,3,4,3,4,4,4,4,4,4,6,4,4,6,4,3,4,900,,,5,6,3,4,4,4,,,,5,,,,2,,,,,6,5,5,3,2,,,,1,CA,,US,2,4,2,4,2,2,2,1,0.8694341151,
2511,2417,18149,19,58,D,2,1,1,2,8,1033,18,3,4,12:10 PM,10:30 AM,3,,,,,,2,,,,,,,1,1,1,2,1,1,4,3,3,4,6,2,4,6,6,4,6,6,6,6,4,,,,5,5,0,0,5,5,,,,5,,,,0,0,,,,99,3,4,0,0,,,,3,,,GERMANY,15,2,2,2,2,2,2,1,0.8694341151,
2512,813,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,11:35 AM,4,,,,,,1,,,,,,2,1,2,1,1,1,1,6,4,4,5,5,3,6,6,2,3,3,4,6,2,4,,,,5,4,4,4,3,4,,,,3,,,,2,,,,,9,5,5,5,2,,,,2,,,Blank,0,2,2,0,3,2,2,1,0.7780874494,
2513,814,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,12:00 PM,1,,,,,,1,,,,,,3,1,1,0,0,1,2,3,6,5,5,4,4,6,6,6,5,4,6,5,6,4,,,,4,6,6,6,4,4,,,,3,,,,3,,,,,2,4,5,4,2,,,,1,CA,,US,5,4,1,3,2,1,1,1,0.7780874494,
2514,815,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,12:30 PM,2,,,,,,2,,,,,,,1,1,1,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,900,,,5,5,5,5,5,5,85,,,4,1,,,3,,,,,1,4,5,5,2,,,,3,FL,33176,US,12,3,1,1,1,2,2,1,0.7780874494,
2515,816,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,11:00 AM,3,,,,,,8,,,,,,,1,1,1,1,1,1,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,,,,5,5,5,5,5,5,,,,4,,,,2,,,,,5,5,4,4,2,,,,3,FL,,US,12,2,1,0,2,2,2,1,0.7780874494,
2516,817,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,12:30 PM,1,,,,,,4,,,,,,,1,1,2,2,3,3,4,4,4,3,2,4,6,6,6,3,6,3,6,1,0,205,,,3,3,3,4,3,3,29,,,4,,,,2,,,,,5,4,3,4,1,18,,,3,FL,33065,US,12,4,2,4,2,2,1,1,0.7780874494,
2517,818,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,12:10 PM,2,,,,,,8,,,,,,,1,1,2,2,1,4,4,6,4,3,3,3,6,6,4,3,6,4,6,4,4,,,,5,5,4,6,4,4,,,,5,,,,2,,,,,99,4,5,4,2,,,,3,FL,33905,US,12,4,1,3,2,2,2,1,0.7780874494,
2518,819,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,12:00 PM,3,,,,,,2,,,,,,,1,2,2,1,2,3,4,5,0,5,0,6,6,6,4,4,6,6,6,6,4,234,,,5,6,6,5,5,5,,,,4,6,,,3,,,,,6,5,5,5,0,,,,3,FL,33062,US,12,6,2,0,2,2,2,1,0.7780874494,
2519,820,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,10:41 AM,1,,,,,,8,,,,,,,1,2,1,0,1,4,4,3,3,2,4,4,1,6,6,4,6,4,6,4,4,174,,,4,4,4,4,3,4,,,,5,,,,1,5,1,,,5,5,4,5,2,,,,3,FL,33450,US,12,6,1,0,2,2,2,1,0.7780874494,
2520,821,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,12:00 PM,3,,,,,,15,,,,,,,2,2,2,1,3,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,5,,,,5,5,5,5,5,5,,,,5,6,,,1,5,0,,,3,5,5,5,2,,,,3,FL,,US,12,7,2,1,2,2,2,1,0.7780874494,
2521,822,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,12:30 AM,3,,,,,,8,,,,,,,1,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,5,,,0,0,,,,5,5,5,5,2,,,,3,FL,33029,US,12,3,2,0,2,2,2,1,0.7780874494,
2522,823,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,11:50 AM,3,,,,,,8,,,,,,,2,1,2,1,1,2,5,4,4,4,5,5,6,5,5,5,6,5,6,5,5,67,124,,5,5,5,5,5,5,,,,5,4,,,1,5,1,,,4,5,3,5,2,,,,3,FL,33483,US,12,6,2,4,2,2,2,1,0.7780874494,
2523,824,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,12:00 PM,3,,,,,,2,,,,,,,0,0,1,0,1,1,3,4,4,3,4,4,4,4,5,4,4,6,6,6,4,67,124,,4,6,6,5,3,4,,,,4,21,,,3,,,,,24,4,5,5,2,,,,3,FL,33472,US,12,4,2,2,2,2,2,1,0.7780874494,
2524,825,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,1:00 PM,2,,,,,,2,,,,,,,2,2,2,2,1,1,3,3,3,5,4,4,4,4,5,5,5,6,6,6,5,,,,5,6,6,6,5,5,,,,5,,,,3,,,,,0,0,5,5,2,,,,3,FL,,US,12,4,1,2,2,2,2,1,0.7780874494,
2525,826,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,12:10 PM,1,,,,,,5,,,,,,,1,1,2,2,2,4,5,3,3,5,4,4,6,6,1,4,4,6,6,6,4,204,1,,5,5,5,5,4,5,,,,5,,,,2,,,,,1,5,5,0,2,,,,1,CA,94706,US,3,5,2,4,2,2,1,1,0.7780874494,
2526,827,18238,9,12,A,2,2,1,2,21,578,31,2,2,2:20 PM,1:20 PM,1,2,3,,,,2,,,,,,,1,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,1,4,0,,,6,4,4,4,2,,,,1,CA,94015,US,2,6,2,1,2,2,2,1,0.7780874494,
2527,1821,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,5:30 PM,1,,,,,,8,,,,,,,1,1,1,1,3,4,4,4,4,4,4,4,6,6,4,4,6,4,6,4,4,,,,3,4,3,4,3,3,,,,3,20,,,1,5,1,,,5,3,3,3,2,,,,3,CO,,US,10,5,1,0,1,2,2,1,0.5221167513,
2528,1822,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,7:10 PM,2,,,,,,6,,,,,,,1,1,2,2,1,1,6,2,2,3,6,4,3,3,6,5,6,6,6,6,3,260,,,4,6,6,3,2,3,,,,3,,,,2,,,,,5,4,5,5,2,,,,3,CO,80207,US,10,2,2,1,2,2,2,1,0.5221167513,
2529,1823,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,7:00 PM,1,,,,,,4,,,,,,,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,5,,,,2,,,,,5,5,5,5,2,,,,3,CO,80214,US,10,4,2,3,2,2,2,1,0.5221167513,
2530,1824,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,5:30 PM,1,,,,,,14,,,,,,,1,0,1,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,4,4,4,3,4,4,,,,4,,,,2,,,,,9,3,5,5,2,,,,3,CO,80206,US,10,4,2,2,2,2,2,1,0.5221167513,
2531,1825,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,6:30 PM,3,,,,,,5,,,,,,,2,2,1,2,1,2,0,3,3,4,4,4,6,6,6,3,4,5,6,6,4,200,,,5,5,6,3,3,4,,,,4,,,,2,,,,,5,3,5,5,2,,,,1,CA,94608,US,3,3,2,2,2,2,1,1,0.5221167513,
2532,1826,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,5:30 PM,1,,,,,,5,,,,,,,2,1,1,1,4,4,3,3,3,3,3,3,3,3,4,3,6,4,6,3,3,,,,4,4,4,4,4,4,,,,4,,,,2,,,,,2,3,3,3,2,,,,3,CO,80210,US,10,4,1,4,2,2,1,1,0.5221167513,
2533,1827,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,6:30 PM,2,,,,,,6,,,,,,,1,1,2,2,1,1,4,4,5,4,4,4,6,6,6,5,6,6,6,6,4,163,,,4,6,6,6,5,5,,,,5,1,2,,2,,,,,5,5,4,5,2,,,,3,CO,80204,US,10,3,1,2,2,2,2,1,0.5221167513,
2534,1828,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,6:30 PM,1,,,,,,8,,,,,,,2,2,1,1,2,4,4,2,2,2,3,3,6,6,3,3,6,4,6,3,4,268,,,2,3,3,3,3,3,,,,4,,,,2,,,,,7,2,3,5,2,,,,3,CO,80228,US,10,5,1,3,2,2,2,1,0.5221167513,
2535,1829,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,7:15 PM,1,,,,,,4,,,,,,,2,1,1,2,3,2,6,4,4,3,6,3,3,3,6,6,6,6,6,6,3,900,,,4,6,4,5,5,4,,,,5,,,,2,,,,,5,4,5,5,2,,,,3,CO,80108,US,10,5,1,4,2,2,1,1,0.5221167513,
2536,1830,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,6:30 PM,1,,,,,,5,,,,,,,2,2,1,1,1,2,3,4,3,5,3,4,6,6,4,6,6,3,6,6,4,,,,4,3,6,4,3,3,,,,5,5,,,2,,,,,1,4,4,4,2,,,,3,PA,19103,US,12,3,1,2,2,2,1,1,0.5221167513,
2537,1831,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,7:15 PM,1,,,,,,1,,,,,,1,0,1,0,0,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,27,,,3,3,3,3,3,3,,,,5,,,,1,5,0,,,5,4,4,4,2,,,,2,CA,,US,10,4,2,0,2,2,2,1,0.5221167513,
2538,1832,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,6:05 PM,5,,,,,,4,,,,,,,2,0,1,1,3,2,3,2,3,3,3,3,6,6,3,6,6,3,6,2,3,260,4,,3,4,4,2,3,3,,,,4,6,,,1,5,1,,,5,2,4,5,1,17,12,,3,CO,80228,US,10,3,1,3,2,2,2,1,0.5221167513,
2539,1833,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,6:30 PM,2,3,,,,,15,,,,,,,1,0,1,0,3,2,2,2,2,5,5,5,5,5,2,5,5,5,5,0,3,,,,4,4,4,4,4,4,,,,5,,,,0,0,,,,3,4,5,5,2,,,,1,CA,,US,8,3,2,3,2,2,2,1,0.5221167513,
2540,1834,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,6:10 PM,1,,,,,,2,,,,,,,1,1,2,1,3,4,6,3,3,3,3,3,6,6,4,2,6,6,6,2,3,,,,5,6,6,4,3,4,,,,5,,,,1,5,0,,,5,3,4,5,2,,,,3,CO,80234,US,10,5,1,4,1,1,1,1,0.5221167513,
2541,1835,18120,17,30,B,3,2,1,2,29,1360,25,1,4,8:30 PM,6:15 PM,2,,,,,,5,,,,,,,1,2,1,1,3,2,6,3,3,4,3,3,6,6,4,3,6,4,6,6,3,,,,5,5,6,5,3,4,,,,4,,,,2,,,,,5,0,5,5,2,,,,1,CA,94118,US,1,2,2,1,2,2,1,1,0.5221167513,
