*RESPNUM,CCGID,RUNID,INTDATE,EGYPTAIR,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE CODE,DEST CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8COM,Q8COM2,Q8COM3,Q8COM4,Q8COM5,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHECKRATE,Q12PRECOM1,Q12PRECOM2,Q12PRECOM3,Q13 COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,Q16LIVE,Q17ZIP,Q17COUNTRY,HOME,Q18PET,Q19AGE,Q20GENDER,Q21INCME,Q22FLY,Q23SJC,Q23OAK,LANG,WEIGHT,HOWLONG,Q17CITY,Q17STATE
2634,1339,782,05/18/2016 12:00:00 AM,1,4,70,F,1,1,1,1,UNITED,MINNEAPOLIS,5932,28,39,3,4,7:00:00,8:40:00,3,,,2,,,,1,2,2,2,1,2,1,4,4,4,4,4,3,1,1,2,6,6,6,6,6,5,501,317,,,,4,4,4,4,2,4,0,,,3,5,,,2,,,,,5,3,3,3,2,,,,1,94112,UNITED STATES,1,1,35-44,Female,1,2,1,1,1,1.757875,100,SAN FRANCISCO,CA
382,588,794,05/19/2016 12:00:00 AM,2,5,4,A,1,2,1,2,ALASKA,SEATTLE,377,7,60,1,4,3:00:00,6:00:00,2,,,5,,,,1,1,2,2,2,1,0,3,3,3,4,4,3,4,4,4,0,0,0,0,0,4,0,,,,,5,0,0,0,0,0,0,,,3,0,,,0,,,,,6,3,3,3,2,,,,3,95482,UNITED STATES,10,1,35-44,Female,1,2,2,4,1,0.35525,180,UKIAH,CA
959,1253,822,05/20/2016 12:00:00 AM,2,6,45,C,2,1,1,1,AMERICAN,PHOENIX,1854,8,49,1,4,10:20:00,11:55:00,6,,,6,,,,1,1,1,1,1,2,1,5,4,5,5,5,5,6,6,5,5,5,5,6,6,5,21,,,,,5,5,6,5,6,5,0,,,5,21,,,2,,,,,1,4,5,5,2,,,,1,94619,UNITED STATES,3,1,35-44,Female,1,2,2,2,1,1.1225454545,95,OAKLAND,CA
1847,1240,821,05/20/2016 12:00:00 AM,2,6,54,D,2,1,1,1,VIRGIN AMERICA,SEATTLE,1742,30,60,1,4,8:50:00,11:10:00,3,,,1,,,3,2,1,1,1,3,1,2,4,3,3,4,6,4,6,6,5,4,5,4,4,6,4,999,,,,,4,4,6,4,3,4,0,,,4,1,,,1,5,1,,,8,3,4,0,2,,,,1,94590,UNITED STATES,8,1,35-44,Female,1,2,2,1,1,1.0005296443,140,VALLEJO,CA
594,655,830,05/21/2016 12:00:00 AM,2,7,11,A,2,3,1,2,KOREAN AIR,SEOUL-INCHEON,24,21,61,8,3,10:52:00,13:40:00,2,3,,1,,,1,2,1,1,2,2,1,3,4,3,3,2,3,1,3,3,2,2,3,6,1,6,3,501,802,8,805,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,7,3,3,2,2,,,,3,,SINGAPORE,16,1,35-44,Female,1,2,2,2,1,0.9755176715,168,,
662,725,846,05/22/2016 12:00:00 AM,2,1,97,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,11:00:00,13:10:00,1,,,3,,,,2,2,2,2,0,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,3,,,,,11,0,0,0,0,,,,3,,CHINA,16,1,35-44,Female,1,2,2,2,3,0.9174216867,130,SHENZHEN,
1633,384,850,05/22/2016 12:00:00 AM,2,1,9,A,2,3,1,2,EMIRATES,DUBAI,226,16,18,7,4,12:30:00,16:45:00,5,,,7,,,,1,2,2,2,1,1,2,6,2,6,4,2,4,6,5,4,6,6,6,6,6,3,20,31,,,,5,6,6,5,4,4,0,,,5,21,,,2,,,,,5,5,5,5,2,,,,3,,MALAYSIA,16,1,35-44,Female,1,2,2,2,1,0.9755176715,255,KUALA LUMPUR,
2990,2522,504,05/06/2016 12:00:00 AM,1,6,84,F,2,1,1,2,UNITED,BAKERSFIELD,5613,28,3,1,1,9:20:00,12:34:00,3,,,3,,,,2,2,1,1,3,1,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,0,0,,,,,5,5,5,5,5,5,0,,,5,0,,,4,,,,,11,5,5,5,1,0,,,3,,UNITED STATES,10,2,35-44,Female,2,1,3,4,1,1.757875,194,BENSON,AZ
1263,2692,527,05/07/2016 12:00:00 AM,1,7,94,G,3,2,1,1,UNITED,LOS ANGELES,525,28,34,1,4,16:30:00,17:53:00,2,,,1,,,1,1,2,2,2,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,999,,,,,5,5,6,5,5,5,0,,,5,6,,,2,,,,,5,4,5,5,2,,,,2,94954,UNITED STATES,7,1,35-44,Female,2,2,2,2,1,1.757875,83,PETALUMA,CA
1264,2693,527,05/07/2016 12:00:00 AM,1,7,94,G,3,2,1,2,UNITED,LOS ANGELES,525,28,34,1,4,16:30:00,17:53:00,2,,,3,,,,2,1,2,1,3,1,3,6,4,4,4,3,3,6,6,5,5,5,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,6,,,4,,,,,11,0,5,5,2,,,,3,90712,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,1.757875,83,LAKEWOOD,CA
2100,2663,531,05/07/2016 12:00:00 AM,1,7,41,C,3,2,1,2,DELTA,NEW YORK-JFK,2240,15,43,2,4,N,21:00:00,1,,,2,,,,2,2,1,2,3,1,2,3,3,2,3,3,3,3,3,3,4,4,6,6,4,3,0,,,,,3,6,3,3,3,3,0,,,5,0,,,2,,,,,0,0,5,5,2,,,,3,11232,UNITED STATES,12,1,35-44,Female,2,2,2,2,1,1.0455967742,,BROOKLYN,NY
2234,3012,521,05/07/2016 12:00:00 AM,1,7,8,A,2,2,1,2,ALASKA,SEATTLE,307,7,60,1,4,8:00:00,15:00:00,2,,,6,,,,2,1,2,2,1,2,0,5,6,4,5,5,5,5,5,6,6,6,6,6,6,4,0,,,,,5,6,6,6,5,5,0,,,5,0,,,1,5,0,,,0,6,5,5,2,,,,3,98323,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,0.35525,420,CARBONADO,WA
2325,2980,520,05/07/2016 12:00:00 AM,1,7,4,A,2,3,1,1,CHINA SOUTHERN,WUHAN,660,14,70,8,3,10:30:00,13:55:00,2,,,2,,,,1,1,0,1,1,2,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,999,,,,,5,5,5,5,5,5,0,,,5,27,,,1,5,0,,,5,5,5,5,2,,,,3,,INDONESIA,19,1,35-44,Female,2,1,2,2,1,0.9755176715,205,JAKARTA,
2155,2609,556,05/08/2016 12:00:00 AM,1,1,89,F,3,2,1,1,UNITED,WASHINGTON-DULLES,1592,28,69,2,2,16:00:00,22:06:00,2,,,5,,,,1,1,1,2,1,2,1,5,4,4,5,5,5,6,6,6,5,6,6,6,6,5,7,505,,,,5,6,6,5,5,5,102,,,5,5,,,1,3,5,,,5,4,4,5,2,,,,3,20814,UNITED STATES,12,1,35-44,Female,2,2,2,2,1,1.757875,366,BETHESDA,MD
80,69,579,05/09/2016 12:00:00 AM,1,2,30,B,3,2,1,2,SOUTHWEST,DENVER,1744,25,16,1,4,18:00:00,20:30:00,6,,,1,,,3,1,2,1,1,2,1,2,2,1,2,4,3,4,6,6,3,4,3,6,4,3,2,215,,,,,4,6,6,3,2,3,0,,,4,22,,,2,,,,,7,3,4,5,2,,,,1,95119,UNITED STATES,4,1,35-44,Female,2,2,1,2,1,0.8875125,150,SAN JOSE,CA
197,162,561,05/09/2016 12:00:00 AM,1,2,76,F,1,1,1,2,UNITED,MEDFORD,5351,28,36,1,1,6:30:00,8:50:00,2,,,8,,,,2,2,1,2,3,1,4,4,4,3,5,4,4,4,4,6,4,6,6,6,3,4,0,,,,,4,6,4,3,4,4,0,,,4,0,,,2,,,,,6,4,4,4,2,,,,3,,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,1.757875,140,SAN DIEGO,CA
254,174,563,05/09/2016 12:00:00 AM,1,2,84,F,1,1,1,2,UNITED,BURBANK,5279,28,8,1,1,7:15:00,10:40:00,1,,,3,,,,0,0,1,1,2,2,1,5,5,5,4,5,5,6,6,5,6,6,6,6,6,5,309,,,,,5,6,6,5,5,5,0,,,3,2,,,4,,,,,11,6,5,6,2,,,,3,91407,UNITED STATES,10,1,35-44,Female,2,3,2,2,1,1.757875,205,STUDIO CITY,CA
1807,1507,603,05/09/2016 12:00:00 AM,1,2,98,G,2,3,1,2,UNITED INTL,FRANKFURT,58,29,21,6,4,11:00:00,14:00:00,2,,,8,,,,1,2,1,2,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,0,0,3,2,4,0,,,5,0,,,2,,,,,1,0,5,5,2,,,,2,96103,UNITED STATES,10,1,35-44,Female,2,2,1,4,1,0.9174216867,180,GRAEAGLE,CA
2559,2804,572,05/09/2016 12:00:00 AM,1,2,2,A,2,3,1,2,AEROMEXICO,MEXICO CITY,669,2,37,4,3,9:30:00,13:35:00,2,,,3,,,,2,2,2,1,1,1,2,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,409,,,,,6,6,6,6,5,5,0,,,4,0,,,1,5,0,,,11,3,1,5,1,3,,,3,,,99,1,35-44,Female,2,2,2,2,1,0.9755176715,245,,
2807,1478,594,05/10/2016 12:00:00 AM,1,3,87,F,3,2,1,2,UNITED,PITTSBURGH,480,28,50,2,2,18:30:00,22:08:00,3,,,3,,,,2,1,1,1,2,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,999,,,,,5,5,5,5,5,5,1,,,5,0,,,4,,,,,11,6,5,6,2,,,,3,43988,UNITED STATES,11,1,35-44,Female,2,2,4,1,1,1.757875,218,SCIO,OH
2898,1459,590,05/10/2016 12:00:00 AM,1,3,82,F,3,2,1,2,UNITED,PORTLAND,766,28,51,1,2,17:20:00,19:00:00,2,,,3,,,,2,2,1,2,1,1,2,4,4,6,4,6,5,6,6,6,6,6,6,6,6,4,999,,,,,5,6,6,4,5,5,0,,,5,3,4,,4,,,,,11,3,4,6,2,,,,3,97206,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,1.757875,100,PORTLAND,OR
1195,2403,595,05/11/2016 12:00:00 AM,1,4,11,A,1,2,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,5:30:00,7:10:00,2,,,1,,,0,0,1,0,0,1,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,4,2,,,8,3,4,4,1,9,,,1,94534,UNITED STATES,8,1,35-44,Female,2,2,2,2,1,0.3557037037,100,FAIRFIELD,CA
1208,2353,598,05/11/2016 12:00:00 AM,1,4,10,A,1,3,1,1,ALASKA,PUERTO VALLARTA,224,7,52,4,1,8:30:00,10:35:00,2,,,2,,,,2,2,1,1,3,1,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,10,,,,,5,6,6,5,5,5,1,,,4,0,,,2,,,,,6,4,4,4,2,,,,1,94063,UNITED STATES,2,1,35-44,Female,2,2,1,2,1,0.35525,125,REDWOOD CITY,CA
1217,2362,598,05/11/2016 12:00:00 AM,1,4,10,A,1,3,1,2,ALASKA,PUERTO VALLARTA,224,7,52,4,1,8:00:00,10:35:00,2,,,2,,,,1,2,2,2,2,1,4,5,4,4,4,5,5,6,6,6,4,5,6,5,6,5,0,,,,,5,6,6,5,5,5,0,,,5,21,,,1,5,21,,,6,3,5,5,2,,,,1,94025,UNITED STATES,2,1,35-44,Female,2,2,2,2,1,0.35525,155,MENLO PARK,CA
1224,2369,597,05/11/2016 12:00:00 AM,1,4,8,A,1,1,1,1,HAWAIIAN,HONOLULU,11,19,26,1,2,7:00:00,9:00:00,2,,,6,,,,1,2,2,1,2,1,4,5,5,4,4,4,4,4,3,3,6,6,6,6,6,4,803,,,,,4,3,3,3,3,3,0,,,5,4,,,2,,,,,5,3,3,3,2,,,,1,94133,UNITED STATES,1,1,35-44,Female,2,2,1,2,1,0.9755176715,120,SAN FRANCISCO,CA
208,183,714,05/13/2016 12:00:00 AM,1,6,77,F,2,2,1,2,UNITED,PORTLAND,5336,28,51,1,2,9:20:00,14:31:00,5,,,2,,,,1,1,2,1,2,2,1,3,6,3,3,3,3,2,2,2,6,6,6,6,6,3,404,,,,,3,6,5,6,3,3,0,,,4,32,,,1,6,0,,,49,5,3,4,1,5,8,,3,93534,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,1.757875,311,LANCASTER,CA
214,189,715,05/13/2016 12:00:00 AM,1,6,79,F,2,2,1,2,UNITED,PALM SPRINGS,6051,28,46,2,1,N,15:32:00,0,,,6,,,,1,2,2,1,1,1,1,4,4,4,4,4,6,6,6,4,6,6,6,6,6,4,317,,,,,4,6,6,4,4,4,0,,,5,5,,,2,,,,,5,4,5,5,2,,,,1,94115,UNITED STATES,1,1,35-44,Female,2,2,1,1,1,1.757875,,SAN FRANCISCO,CA
238,198,716,05/13/2016 12:00:00 AM,1,6,77,F,2,2,1,1,UNITED,ST. LOUIS,5788,28,63,3,1,15:00:00,16:29:00,1,,,6,,,,2,2,1,1,3,1,3,2,2,2,2,5,5,5,5,5,6,6,6,6,6,5,203,,,,,4,6,6,4,4,4,0,,,5,5,,,2,,,,,0,4,4,4,2,,,,3,63108,UNITED STATES,11,1,35-44,Female,2,2,2,2,1,1.757875,89,ST LOUIS,MO
1431,2149,729,05/14/2016 12:00:00 AM,1,7,58,D,2,1,1,2,AMERICAN,LOS ANGELES,5920,8,34,1,4,10:00:00,13:00:00,2,,,2,,,,1,1,2,1,2,1,3,4,3,3,4,4,4,4,4,4,6,6,6,6,6,6,0,,,,,4,3,6,3,4,4,0,,,5,0,,,1,4,0,,,5,0,5,5,2,,,,3,,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,1.1225454545,180,CRESTVIEW,WA
1478,2108,726,05/14/2016 12:00:00 AM,1,7,51,D,1,1,1,2,VIRGIN AMERICA,SAN DIEGO,956,30,55,1,2,8:30:00,10:05:00,2,,,1,,,3,2,1,1,1,2,1,4,4,4,4,5,4,5,4,4,4,5,5,4,5,4,4,0,,,,,4,4,4,4,5,5,0,,,5,1,,,0,,,,,8,5,5,4,2,,,,1,94503,UNITED STATES,9,1,35-44,Female,2,2,2,1,1,1.0005296443,95,AMERICAN CANYON,CA
1491,2081,725,05/14/2016 12:00:00 AM,1,7,50,D,1,3,1,2,VIRGIN AMERICA,CANCUN,284,30,10,4,2,6:50:00,8:55:00,2,,,2,,,,1,1,0,1,2,1,4,5,5,5,5,5,5,5,5,5,3,4,4,6,6,4,0,,,,,5,5,6,6,5,5,0,,,5,0,,,2,,,,,4,5,5,5,2,,,,1,94503,UNITED STATES,9,1,35-44,Female,2,3,2,2,1,1.0005296443,125,AMERICAN CANYON,CA
1043,2060,749,05/15/2016 12:00:00 AM,1,1,12,A,3,2,1,1,JETBLUE,FT. LAUDERDALE,278,20,22,2,3,18:30:00,23:06:00,2,,,9,,,,1,1,1,2,1,1,4,6,3,2,3,2,1,6,6,6,3,6,1,6,1,2,8,9,327,614,701,5,4,3,6,2,4,0,,,4,27,,,2,,,,,4,2,2,3,0,,,,3,33308,UNITED STATES,12,1,35-44,Female,2,1,2,2,1,0.3557037037,276,FORT LAUDERDALE,FL
1047,2064,749,05/15/2016 12:00:00 AM,1,1,12,A,3,2,1,1,JETBLUE,FT. LAUDERDALE,278,20,22,2,3,20:30:00,23:06:00,2,,,7,,,,2,2,1,1,1,1,1,5,4,5,4,5,5,6,6,5,6,6,6,6,6,4,501,309,327,,,5,6,6,5,5,5,0,,,5,3,,,2,,,,,5,4,3,4,2,,,,3,33179,UNITED STATES,12,1,35-44,Female,2,2,2,2,1,0.3557037037,156,MIAMI,FL
1364,2018,746,05/15/2016 12:00:00 AM,1,1,2,A,3,2,1,2,ALASKA,SEATTLE,337,7,60,1,4,17:30:00,19:20:00,3,,,2,,,,1,2,2,1,3,2,3,4,3,3,4,5,4,4,4,4,6,6,5,6,4,4,103,,,,,5,5,4,4,4,4,0,,,5,0,,,2,,,,,5,5,5,2,2,,,,3,98198,UNITED STATES,10,1,35-44,Female,2,3,1,2,1,0.35525,110,DES MOINES,WA
1505,1985,745,05/15/2016 12:00:00 AM,1,1,12,A,3,2,1,1,JETBLUE,LONG BEACH,1635,20,33,1,1,15:00:00,18:35:00,2,,,9,,,,1,2,1,1,2,1,1,5,4,4,5,5,5,6,6,5,5,6,5,6,0,5,208,609,614,103,,5,5,5,5,5,5,0,,,5,40,,,2,,,,,6,5,5,3,2,,,,3,92831,UNITED STATES,10,1,35-44,Female,2,2,2,1,1,0.3557037037,215,FULLERTON,CA
98,331,751,05/16/2016 12:00:00 AM,1,2,43,C,1,1,1,2,DELTA,DETROIT,2520,15,17,3,3,7:00:00,9:00:00,2,,,4,,,,1,1,1,2,1,1,4,6,3,4,5,5,5,6,6,6,4,6,6,6,4,4,0,,,,,5,6,5,5,5,5,0,,,4,16,,,1,5,10,,,3,5,5,5,2,,,,3,48124,UNITED STATES,11,1,35-44,Female,2,2,2,2,1,1.0455967742,120,DETROIT,MI
113,312,750,05/16/2016 12:00:00 AM,1,2,40,C,1,2,1,2,DELTA,ATLANTA,1781,15,1,2,4,6:40:00,7:45:00,1,,,4,,,,1,2,2,2,3,1,4,4,4,4,4,4,4,6,6,4,4,4,4,6,6,4,103,,,,,4,4,6,4,4,4,0,,,5,0,,,2,,,,,5,5,5,4,2,,,,1,94131,UNITED STATES,1,1,35-44,Female,2,2,2,2,1,1.0455967742,65,SAN FRANCISCO,CA
808,863,762,05/17/2016 12:00:00 AM,1,3,56,D,1,1,1,1,AMERICAN,NEW YORK-JFK,164,8,43,2,4,6:00:00,8:40:00,3,,,2,,,,1,2,2,1,1,1,4,5,5,5,4,4,4,1,1,3,0,0,0,0,0,0,322,317,,,,5,5,6,5,5,5,0,,,3,9,,,2,,,,,9,4,5,5,2,,,,1,95472,UNITED STATES,7,5,35-44,Female,2,2,2,1,1,1.1225454545,160,SEBASTOPOL,CA
876,876,763,05/17/2016 12:00:00 AM,1,3,55,D,1,1,1,1,VIRGIN AMERICA,PORTLAND,219,30,51,1,2,7:15:00,9:25:00,2,,,2,,,,2,2,2,2,3,1,2,4,4,2,5,6,5,6,6,6,5,6,6,6,6,4,102,103,,,,5,4,6,6,4,4,0,,,3,0,,,2,,,,,5,4,4,3,2,,,,1,94116,UNITED STATES,1,1,35-44,Female,2,2,2,1,1,1.0005296443,130,SAN FRANCISCO,CA
880,880,763,05/17/2016 12:00:00 AM,1,3,55,D,1,1,1,2,VIRGIN AMERICA,PORTLAND,219,30,51,1,2,8:20:00,9:25:00,2,,,2,,,,2,2,2,2,3,1,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,1,,,5,5,,,1,5,2,1,,5,4,5,5,2,,,,1,94122,UNITED STATES,1,1,35-44,Female,2,3,2,1,1,1.0005296443,65,SAN FRANCISCO,CA
971,1720,771,05/17/2016 12:00:00 AM,1,3,30,B,3,2,1,2,SOUTHWEST,SANTA ANA,2285,25,58,1,2,18:20:00,19:20:00,2,,,4,,,,1,1,2,1,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,0,,,,,4,4,4,4,4,5,0,,,4,6,,,2,,,,,7,4,4,4,2,,,,1,94010,UNITED STATES,2,1,35-44,Female,2,2,1,1,1,0.8875125,60,BURLINGAME,CA
2050,1174,766,05/17/2016 12:00:00 AM,1,3,58,D,2,1,1,1,AMERICAN,LOS ANGELES,5991,8,34,1,4,9:30:00,12:00:00,2,3,,6,,,,1,2,2,1,3,1,3,4,4,4,4,4,4,1,1,1,6,6,6,6,6,4,501,,,,,4,4,6,4,4,4,0,,,3,0,,,2,,,,,1,0,0,0,0,,,,1,94540,UNITED STATES,3,1,35-44,Female,2,2,2,1,1,1.1225454545,150,HAYWARD,CA
749,679,999,05/18/2016 12:00:00 AM,1,4,10,A,3,2,1,2,ALASKA,SEATTLE,333,7,60,1,4,19:00:00,20:35:00,3,,,2,,,,2,2,2,2,3,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,311,327,,,,4,4,4,4,4,4,0,,,3,0,,,1,5,0,,,0,4,4,5,2,,,,3,98031,UNITED STATES,10,1,35-44,Female,2,3,2,2,1,0.35525,95,SEATTLE,WA
1016,1806,784,05/18/2016 12:00:00 AM,1,4,71,F,1,1,1,2,UNITED,BOISE,5328,28,6,1,1,9:15:00,10:45:00,1,,,3,,,,2,2,1,2,1,1,4,3,3,3,4,4,3,3,6,6,6,6,6,6,6,4,0,,,,,5,6,3,4,0,4,0,,,3,0,,,4,,,,,11,6,3,6,2,,,,3,92648,UNITED STATES,10,1,35-44,Female,2,3,1,2,1,1.757875,90,HUNTINGTON BEACH,CA
1025,1815,784,05/18/2016 12:00:00 AM,1,4,71,F,1,1,1,2,UNITED,BOISE,5328,28,6,1,1,8:30:00,10:45:00,3,,,3,,,,0,0,1,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,4,,,,,11,6,0,0,2,,,,3,,UNITED STATES,12,1,35-44,Female,2,3,2,2,1,1.757875,135,JACKSONVILLE,FL
1974,1834,786,05/18/2016 12:00:00 AM,1,4,65,E,2,1,1,2,UNITED,SALT LAKE CITY,1620,28,54,1,2,8:50:00,12:40:00,2,3,,3,,,,1,0,0,1,2,1,1,3,4,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,4,0,,,2,,,,,11,4,6,4,2,,,,3,91748,UNITED STATES,10,1,35-44,Female,2,3,2,2,1,1.757875,230,LOS ANGELES,CA
2636,1341,782,05/18/2016 12:00:00 AM,1,4,70,F,1,1,1,1,UNITED,MINNEAPOLIS,5932,28,39,3,4,6:49:00,8:40:00,3,,,2,,,,2,2,2,1,1,1,3,5,5,5,5,5,5,6,6,5,6,6,6,6,6,5,994,,,,,4,6,6,5,5,5,0,,,3,9,,,2,,,,,0,5,5,5,2,,,,1,94563,UNITED STATES,5,1,35-44,Female,2,2,1,2,1,1.757875,111,ORINDA,CA
2816,1362,788,05/18/2016 12:00:00 AM,1,4,7,A,3,3,1,2,AIR BERLIN,DUSSELDORF,7393,6,20,6,2,15:15:00,17:55:00,5,,,4,,,,1,2,2,2,1,2,1,2,2,3,5,5,5,0,0,6,6,6,6,6,6,0,610,,,,,4,6,6,3,4,0,0,,,3,0,,,3,,,,,7,3,2,2,1,1,,,0,,,99,1,35-44,Female,2,1,1,4,1,0.9755176715,160,,
410,570,796,05/19/2016 12:00:00 AM,2,5,7,A,1,2,1,2,JETBLUE,NEW YORK-JFK,16,20,43,2,4,5:15:00,7:45:00,2,,,2,,,,1,2,1,2,3,1,4,3,3,3,4,4,4,4,4,3,4,4,3,3,6,4,0,,,,,4,4,6,4,4,4,0,,,4,0,,,2,,,,,5,0,5,5,2,,,,1,94112,UNITED STATES,1,1,35-44,Female,2,2,2,2,1,0.3557037037,150,SAN FRANCISCO,CA
828,794,810,05/19/2016 12:00:00 AM,2,5,93,G,3,3,1,2,AER LINGUS,DUBLIN,146,1,19,6,2,15:20:00,17:30:00,3,,,1,,,1,1,0,0,0,1,1,2,6,3,5,5,5,5,5,5,5,5,5,6,5,5,5,0,,,,,5,5,6,5,5,5,0,,,5,0,,,2,,,,,0,5,5,0,2,,,,1,94587,UNITED STATES,3,1,35-44,Female,2,2,2,2,1,0.9755176715,130,UNION CITY,CA
903,918,811,05/19/2016 12:00:00 AM,2,5,98,G,3,3,1,2,UNITED INTL,FRANKFURT,926,29,21,6,4,16:30:00,19:00:00,1,,,2,,,,1,1,1,1,2,1,1,3,2,2,5,5,5,5,5,4,3,6,5,6,6,4,202,704,,,,5,5,6,0,4,4,0,,,5,0,,,0,,,,,7,5,5,5,2,,,,3,,DENMARK,15,1,35-44,Female,2,3,2,4,1,0.9174216867,150,,
960,1254,822,05/20/2016 12:00:00 AM,2,6,45,C,2,1,1,2,AMERICAN,PHOENIX,1854,8,49,1,4,10:08:00,11:55:00,2,,,5,,,,1,1,1,2,2,1,3,4,6,3,4,6,4,6,6,6,6,3,3,6,6,2,326,608,,,,4,3,3,6,4,4,0,,,5,0,,,0,,,,,9,4,4,4,2,,,,3,80909,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,1.1225454545,107,COLORADO SPRINGS,CO
416,535,839,05/21/2016 12:00:00 AM,2,7,63,E,1,1,1,1,UNITED,ATLANTA,1720,28,1,2,4,8:48:00,10:50:00,3,,,2,,,,1,2,2,1,2,1,2,3,3,3,3,3,3,1,6,3,6,6,6,6,6,3,317,,,,,5,6,6,5,5,5,0,,,2,9,,,2,,,,,15,3,5,5,1,28,,,2,95350,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,1.757875,122,MODESTO,CA
508,510,837,05/21/2016 12:00:00 AM,2,7,87,F,1,1,1,2,UNITED,LIHUE,1111,28,31,1,1,5:45:00,9:00:00,2,,,3,,,,2,1,1,2,1,2,0,3,4,3,4,4,4,3,6,3,6,6,6,6,6,4,0,,,,,4,6,6,4,3,3,0,,,4,0,,,2,,,,,11,0,4,4,3,,,,2,95662,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,1.757875,195,SACRAMENTO,CA
529,494,836,05/21/2016 12:00:00 AM,2,7,80,F,1,1,1,1,UNITED,NEWARK,233,28,44,2,4,4:00:00,8:00:00,5,,,3,,,,0,1,0,1,3,1,3,5,4,3,4,4,5,6,1,2,6,6,6,6,6,5,501,803,,,,5,6,6,6,1,3,0,,,5,5,,,2,,,,,11,5,4,5,2,,,,3,2205,UNITED STATES,12,1,35-44,Female,2,3,2,2,1,1.757875,240,BOSTON,MA
543,464,834,05/21/2016 12:00:00 AM,2,7,88,F,1,2,1,1,UNITED,CHICAGO-O'HARE,734,28,13,3,4,4:05:00,6:00:00,3,,,2,,,,1,1,2,1,1,1,4,4,4,4,4,5,5,5,6,1,6,6,6,6,6,4,501,,,,,4,6,6,4,4,4,0,,,4,5,,,2,,,,,7,0,0,0,2,,,,3,60612,UNITED STATES,11,1,35-44,Female,2,2,2,2,1,1.757875,115,CHICAGO,IL
568,453,844,05/21/2016 12:00:00 AM,2,7,91,G,3,3,1,2,AIR CANADA,VANCOUVER,569,3,68,4,3,N,17:20:00,3,,,2,,,,2,2,1,1,2,1,2,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,0,,,,,3,3,3,3,3,3,0,,,4,0,,,2,,,,,6,3,3,3,2,,,,1,,UNITED STATES,10,1,35-44,Female,2,2,2,2,1,0.2510956938,,,CA
